nom,adresse,representant,telephone,email,site
CLUB PANTHER FRANCE,84170 Monteux,,06 75 58 19 90,club.panther.france@gmail.com,https://club-panther-france.forumactif.com
CLUB PANTHER FRANCE,21110 Fauverney,,06 88 53 92 55,club.panther.france@gmail.com,https://club-panther-france.forumactif.com
CLUB PANTHER FRANCE,29200 Brest,,06 64 93 46 29,club.panther.france@gmail.com,https://club-panther-france.forumactif.com
RÉTRO MOBILE CLUB JUIGNÉ 72,72300 Juigné-sur-Sarthe,,06 31 87 89 85,p.boucontet@orange.fr,
POUVUKCAROUL,33610 Cestas,,07 62 12 24 23,pvkcr33@gmail.com,https://www.facebook.com/PVKCR
CLUB DES TACOTS ESTEVELLOIS,62880 Estevelles,,07 48 65 36 71,moiettoi62@live.fr,
205 GTI CLUB DE FRANCE - Section Yonne,89000 Auxerre,,06 77 67 06 27,rd-yonne@club205gti.fr,https://www.site.205gticlubdefrance.fr
VDC NORMANDIE,27940 Villers-sur-le-Roule,,,contact@vdcnormandie.com,http://www.vdcnormandie.com
VDC NORMANDIE,14100 Lisieux,,,contact@vdcnormandie.com,http://www.vdcnormandie.com
CX CLUB DE FRANCE,69600 Oullins,,06 06 64 70 31,cxparlouis69@orange.fr,https://www.cxclubdefrance.com
LES AMIS DE DELAGE,75116 Paris,,06 43 20 69 74,secretaire@delage.org,http://www.delage.org
RUMI-CLUB FRANCE,78240 Chambourcy,,06 98 06 66 26,info@rumi-club.fr,http://www.rumi-club.fr
MANI-VEL,78140 Vélizy-Villacoublay,,06 64 41 25 25,contact@mani-vel.org,https://www.mani-vel.org
CLUB AUTO PASSION 01,01380 Saint-Cyr-sur-Menthon,,,club.auto.passion01@hotmail.com,
LES VIEUX TACOTS GENASSIENS,69740 Genas,,06 82 82 43 39,contact@lesvieuxtacotsgenassiens.fr,https://www.lesvieuxtacotsgenassiens.fr
LES BIELLES MUNSTERIENNES,68380 Mittlach,,07 67 44 80 74,nathan.kempf.de@gmail.com,
AMERICAN CAR CLUB DE FRANCE,14280 Authie,,07 82 69 37 05,contact@accf.com,https://www.accf.com
MILLE MAROC,20200 Casablanca,,06 63 24 24 28,contact.creaforyou@gmail.com,https://millemaroc.com
LES ROULEURS PASSIONNÉS,44540 Vallons-de-L,,0766406195,les.rouleurs.passionnes@gmail.com,https://www.facebook.com/profile.php?id=100076640619512
AMICALE POLICE PATRIMOINE - Section Centre,45290 Pressigny-les-Pins,,06 72 19 54 91,pgyver@orange.fr,http://amicale-police-patrimoine.fr
SOUPAPES ET PISTONS BAYONNE,64100 Bayonne,,06 45 09 21 60,contact@soupapesetpistons.fr,http://www.soupapesetpistons.fr
205 309 POUR TOUS,44460 Avessac,,,205309pourtous@gmail.com,https://www.facebook.com/groups/1239461893381195
PROJECT ADVENTURE,77940 Voulx,,06 07 43 92 26,associationPA77@gmail.com,http://www.project-adventure.com
MOTOS SÉCURITÉ 33/40,33830 Lugos,,06 70 71 96 36,33.40mts@gmail.com,https://www.facebook.com/p/AVAV-Association-des-V%C3%A9hicules-Anciens-du-Val-de-lEyre-100081557040841/
ASSOCIATION DES VÉHICULES ANCIENS DU VAL DE L'EYRE,33830 Lugos,,06 70 71 96 36,avav33.40@gmail.com,https://www.facebook.com/p/AVAV-Association-des-V%C3%A9hicules-Anciens-du-Val-de-lEyre-100081557040841/
AUDI COLLECTOR'S,91470 Limours,,01 64 91 47 89,dr.malherbe@wanadoo.fr,http://www.audicollectors.org
CLUB CORVETTE C3,34070 Montpellier,,,info@cc3.fr,https://www.cc3.fr
AUTHENTIQUES MOTOCYCLETTES DES PAYS DE VILAINE,35600 Redon,,06 83 24 50 21,ampvredon@gmail.com,https://www.facebook.com/ampv.redon/
TUAR AUTOMOBILE CLUB,79100 Thouars,,06 88 08 47 38,tuar.club@gmail.com,https://www.facebook.com/profile.php?id=100075884745197
UN AMOUR DE 4L,13012 Marseille,,06 99 70 86 42,1amourde4l@gmail.com,http://unamourde4l.unblog.fr/2015/01/20/un-amour-de-4l/
LE CAR'DAN,16150 Chabanais,,06 26 64 27 71,lecardan16@gmail.com,https://www.facebook.com/p/Le-Cardan-100068966531925/
RÉTRO PASSION DES DEUX RIVES,33410 Cadillac-sur-Garonne,,06 12 11 93 65,retropassion2r@gmail.com,https://www.facebook.com/p/R%C3%A9tro-passion-des-2-rives-100080700037188/
CLUB PANTHER FRANCE,95320 Saint-Leu-la-Forêt,,06 80 78 51 98,club.panther.france@gmail.com,https://club-panther-france.forumactif.com
CREUSOT MOB RETRO,71200 Le,,06 81 01 49 48,creusotmobretro@gmail.com,
LÉ SNYULE DE LA VALLÉE VERTE,74420 Saint-André-de-Boëge,,06 71 31 23 81,snyule74@gmail.com,https://lesnyule.wixsite.com/le-snyule
ORGANISATION RALLYE TOURISTIQUE AUTOMOBILE ORNAIS,61250 Valframbert,,06 87 55 40 65,quesne.patrice@outlook.fr,
ROULANTS D'ANTAN,62640 Montigny-en-Gohelle,,06 84 49 22 16,roulantsdantan@orange.fr,
GAY AUTOMOBILE CLUB,78110 Le,,06 12 87 87 09,gayautoclub@orange.fr,https://gayautomobileclub.over-blog.com
LES ANCIENNES DE GUYANE,97351 Matoury,,06 24 12 66 96,germain-bonne.pascal@orange.fr,https://www.facebook.com/pascal.germainbonne.71
BRIARE AUTOMOBILE CLUB,45250 Briare,,06 02 06 36 05,contact@briareautomobileclub.fr,https://www.facebook.com/groups/767772334932528
LES VIEILLERIES,07700 Saint-Just-d,,07 82 00 47 10,les.vieilleries07@gmail.com,https://www.facebook.com/profile.php?id=100084707721719
CLUB HEALEY HAUTS DE FRANCE,59152 Tressin,,06 19 56 20 93,thibault.capelle@edhec.com,https://www.facebook.com/profile.php?id=100088992921140
CLUB DES AMATEURS D'ANCIENNES RENAULT - CAR ILE-DE-FRANCE,92350 Le,,,contact@anciennesrenault.com,https://www.anciennesrenault.com
CLUB DES AMATEURS D'ANCIENNES RENAULT - CAR LYONNAIS,69390 Charly,,06 98 93 43 40,clubrenaultlyon@free.fr,http://clubrenaultlyon.free.fr
AMICALE LIMOUSINE DE MOTOS ANCIENNES,87170 Isle,,07 83 26 30 74,motos.anciennes.alma@gmail.com,http://alma87.over-blog.com
RENCARD CAFÉ CLUB,47140 Saint-Sylvestre-sur-Lot,,,coxjeans@yahoo.fr,https://www.facebook.com/groups/rencard.47
AMICALE LOCOMOTION,94100 Saint-Maur-des-Fossés,,06 88 49 57 82,amicale-locomotion@orange.fr,
LES CRAPAUDS DU BITUME,63340 Boudes,,06 67 13 94 76,penelope6378@live.fr,
AMIS VÉHICULES RÉTRO,82800 Nègrepelisse,,06 03 85 37 62,avr.negrepelisse@orange.fr,
AMICALE DES VÉHICUELS ANCIENS DE CHAUSSIN,39120 Chaussin,,06 37 79 76 06,amphyong@netcourrier.com,
LES VIEILLES SOUPAPES DU RIED,67600 Hilsenheim,,06 84 85 12 43,garage.haegeli@orange.fr,
VÉHICULES DE COLLECTION DES MONTS DU LYONNAIS,69850 Saint-Martin-en-Haut,,06 79 75 71 80,bernardchavassieux69@gmail.com,
LA ROUE INARDAISE,31800 Pointis-Inard,,06 81 25 84 62,laroue.inardaise31800@orange.fr,https://laroueinardaise.wixsite.com/laroueinardaise31800
LA TRACTION UNIVERSELLE - Section Aquitaine,33160 Saint-Médard-en-Jalles,,06 31 93 13 20,d.giraud@la-traction-universelle.org,http://www.la-traction-universelle.org
LA MOTO ANCIENNE D'ALSACE,68200 Mulhouse,,03 89 42 25 14,walterpascal@neuf.fr,https://www.facebook.com/LaMotoAncienneAlsace
PATRIMOINE AUTOMOBILE ROULANT CONCHOIS,27190 Conches-en-Ouche,,,leparc27@gmail.com,https://www.facebook.com/groups/patrimoireautoroulantconchois
LES VIEUX VOLANTS D'ANNOEULLIN,59112 Annoeullin,,06 60 27 49 26,secretariatvva@hotmail.com,http://lesvieuxvolantsdannoeullin.e-monsite.com
CLUB DES P'TITES BOMBES,63930 Augerolles,,07 85 20 12 03,clubdespetitesbombes63@gmail.com,
FOREVER YOUNGTIMER ET ANCIENNES,45340 Chambon-la-Forêt,,01 34 10 80 27,claude.margi@orange.fr,https://claudemargi.wixsite.com/forever-youngtimer
LES ANCIENS VEHICULES WEPPOIS,59320 Haubourdin,,06 64 10 20 28,sophieleconte@wanadoo.fr,
CLUB D'AMATEURS D'AUTOMOBILES ANCIENNES,82000 Montauban,,06 48 28 24 24,luc.peytavin@laposte.net,https://www.facebook.com/groups/1632740643806783
THE FACTORY MOTOR,47360 Frégimont,,,info@thefactorymotor.fr,http://thefactorymotor.fr
V12 OWNERS CLUB,75013 Paris,,06 10 77 47 47,info@v12ownersclub.com,http://v12ownersclub.com
VDC NORMANDIE,76190 Allouville-Bellefosse,,,contact@vdcnormandie.com,http://www.vdcnormandie.com
NORMANDIE CAR EVENTS,14220 Mutrécy,,06 24 43 03 74,direction.ncs@orange.fr,
JEEP CLUB DU LYONNAIS,69290 Craponne,,06 11 14 44 50,jeepclublyonnais@gmail.com,
ROAZHON SPORT KARR,35890 Laillé,,06 50 59 98 49,roazhonsportkarr@gmail.com,
ECURIE AUTOMOBILE DES CLIMATS DE BOURGOGNE,21000 Dijon,,07 82 82 10 67,eacb.21000@gmail.com,https://www.eacb21.fr
TEAMYANNAUTOPASSION28,28210 Nogent-le-Roi,,06 48 29 04 87,tyap28@outlook.fr,https://www.facebook.com/teamyannautopassion28
AMICALE RETRO NIVERNAISE,58660 Coulanges-lès-Nevers,,06 60 93 88 23,sylvie.lelonge@orange.fr,
BOURBON RETRO MOBILE,03160 Bourbon-l,,06 62 15 04 40,gilbertdominique03@gmail.com,
LA RENCONTRE AUTO-MOTO A BIOULE,82800 Bioule,,07 86 82 49 76,automotobioule82@gmail.com,https://www.facebook.com/rencontreautomotobioule82
ASSOCIATION DE SAUVEGARDE DES VELOCARS ET VOITURETTES CHARLES MOCHET,14123 Cormelles-le-Royal,,07 80 45 13 88,asso.voiturettescharlesmochet@hotmail.com,https://www.facebook.com/groups/278009643075142
ASSOCIATION DE SAUVEGARDE DES CYCLOMOTEURS À MOTEUR LE POULAIN VAP ABG ET AUTRES,14123 Cormelles-le-Royal,,07 80 45 13 88,asso.cyclomoteurslepoulain@hotmail.com,https://www.facebook.com/groups/2251674261771991
ASSOCIATION DE SAUVEGARDE DES ANCIENNES MICROCARS FRANÇAISES,14123 Cormelles-le-Royal,,07 80 45 13 88,asso.anciennesmicrocars@hotmail.com,https://www.facebook.com/groups/278009643075142
CATERHAM & LOTUS SEVEN CLUB,06300 Nice,,06 86 91 93 78,echappementvotre@gmail.com,https://www.caterhamlotus7.club
AMICALE ALSACIENNE DE VOITURES D'ÉPOQUE,67520 Kuttolsheim,,06 13 98 59 12,a.a.v.e@orange.fr,
VOLANTS RÉTRO LECHÂTELET,21250 Lechâtelet,,06 13 22 22 88,amicalevrl21@gmail.com,
CLUB ARBRESLOIS VÉHICULES D'ÉPOQUE,69210 Saint-Germain-Nuelles,,06 07 47 48 25,club.ave69@gmail.com,https://www.facebook.com/profile.php?id=100080142377881
BEAULIEU CLASSIC AUTO,19120 Beaulieu-sur-Dordogne,,06 77 21 17 87,beaulieuclassicauto@hotmail.com,https://www.facebook.com/BeaulieuClassicAuto
BERLINETTE ALPINE CLUB LORRAIN,57130 Sainte-Ruffine,,06 17 15 05 62,jumpy.a110@free.fr,http://baclor.fr
BRITISH AUTOMOBILE CLUB DE FRANCE,77950 Maincy,,06 86 61 60 01,joel_rebours@orange.fr,https://bacf.pagesperso-orange.fr
CLUB 104 PEUGEOT,64260 Lys,,06 83 55 22 58,club104peugeot@gmail.com,https://www.club104peugeot.fr
CULTURE AUTO MOTO 91,91700 Villiers-sur-Orge,,07 49 70 65 87,cam.91@orange.fr,https://www.facebook.com/profile.php?id=100087093894122
ASSOCIATION TRANSPORTS SAINT-ETIENNE,42390 Villars,,09 73 28 38 35,atse.42@outlook.com,https://association-atse.wixsite.com/association-atse
ATELIER ASSOCIATIF DU POLIVEAU,41400 Montrichard,,06 62 68 11 41,contact.poliveau@gmail.com,
AUTOMOBILE CLUB DES DEUX-SÈVRES,79000 Niort,,05 49 06 07 07,info@automobileclub79.com,https://www.automobileclub79.com
LES BIELLES D'EPOQUE DE CESTAS,33610 Cestas,,,les.bielles.d.epoque.de.cestas@gmail.com,https://www.facebook.com/share/1BCVD8VCaY
MEHARI CLUB,67500 Haguenau,,06 26 12 05 58,patrickrebmann@free.fr,https://www.facebook.com/profile.php?id=100068801804062
CLUB RÉTROMOBILE DU BAS-ARMAGNAC,32240 Estang,,06 07 50 34 96,crba.estang@gmail.com,
CLUB SIMCA FRANCE - Section Bretagne,29900 Concarneau,,06 24 10 50 62,bretagne@clubsimcafrance.fr,http://clubsimcafrance.fr
ZAMAC37,37170 Chambray-lès-Tours,,06 07 40 97 24,zamac37chambray@laposte.net,
BELLES ET BIELLES D'ARMOR,22190 Plérin,,06 70 17 45 90,yannick.soueve@orange.fr,https://bellesbiellesarmor.wixsite.com/armor
ASSOCIATION RESTAURATION CONSERVATION CYCLOMOTEURS ANCIENS,29300 Baye,,06 29 76 07 81,,https://www.facebook.com/groups/483205173543182
ENGLISH RENCART,77140 Saint-Pierre-lès-Nemours,,06 45 79 37 19,english-rencart@laposte.net,https://www.english-rencart.asso-web.com
CLUB CLIO WILLIAMS & 16S,01000 Bourg-en-Bresse,,06 43 25 43 70,obsessiontc@hotmail.com,https://www.clio-williams.net
ROAD TRIP PASSION,95240 Cormeilles-en-Parisis,,06 70 07 74 10,roadtrippassionidf@gmail.com,https://www.facebook.com/profile.php?id=100085907815551
EUROP CLASSIC MOTORS,67500 Haguenau,,06 20 40 94 66,europ-classic-motors@orange.fr,http://www.europ-classic-motors.fr
VINTAGE AUTO CLUB 56,56230 Questembert,,07 43 01 36 60,vintageautoclub56@gmail.com,
AUTOMOBILE CLUB D'OCCITANIE,34500 Béziers,,06 10 10 10 75,automobileclubdoccitanie@gmail.com,https://automobileclubdoccitanie.com
AMICALE DES VIEILLES BIELLES CHATILLONNAISES,21400 Châtillon-sur-Seine,,06 08 97 52 93,jm.marechal@wanadoo.fr,
OMNIBUS NANTES,44100 Nantes,,,contact@omnibus-nantes.fr,http://omnibus-nantes.fr
205 GTI CLUB DE FRANCE,69005 Lyon,,06 77 07 56 94,president@club205gti.fr,https://www.site.205gticlubdefrance.fr
GROUPE COMPÉTITION JALIOROMAN,38390 La,,06 85 64 94 80,alainpetiton@free.fr,
TEAM  P.Y.C,62450 Beugnâtre,,06 83 25 20 28,fabriceetstephanie@yahoo.fr,https://www.facebook.com/Team.PYC
LES VINTAGES DE LORRAINE,54240 Joeuf,,07 64 05 69 34,lesvintagesdelorraine@gmail.com,
LES TEUFS TEUFS DU 9,62590 Oignies,,06 45 47 71 06,francis.delezenne@orange.fr,https://www.facebook.com/Les-Teufs-teufs-du-9-101021268126032
VESPA SCOOTER CLUB NANTES,44840 Les,,07 83 72 46 50,ggclcc@gmail.com,https://www.facebook.com/vespascooterslubsantes
ECURIE ALPES,38320 Herbeys,,06 09 88 92 42,ecurie.alpes38@gmail.com,https://www.ecurie-alpes38.com
CLUB COX DES HAUTS CANTONS,34600 Villemagne-l,,04 67 95 11 32,clubcoxdeshotcantons@hotmail.fr,https://www.facebook.com/clubcox.deshotcantons
DUDES ROAD CAR CLUB,79000 Niort,,06 12 32 09 85,hervepotet@sfr.fr,
LES VIEILLES COQUILLES ICAUNAISES,89110 Poilly-sur-Tholon,,03 86 62 03 11,lesvieillescoquilles89@gmail.com,https://www.facebook.com/profile.php?id=100081917834510
PANHARD CONCEPT HISTORIQUE,22210 La,,07 82 79 60 72,panhardconcepthistorique@gmail.com,https://www.panhard-concept-historique.com
ETANG MOTO VOITURE VAPEUR,71190 Étang-sur-Arroux,,06 95 30 91 32,etangm2v@gmail.com,https://em2v.clubeo.com
CLUB DES AMIS DE LA 2 CV - Antenne Régionale Forez Velay Lyonnais,42330 Saint-Médard-en-Forez,,06 08 01 87 56,yves.lauranson@gmail.com,https://www.clubdesamisdela2cv.com
RHUYS AUTO RÉTRO,56370 Sarzeau,,06 85 88 50 71,rhuys.auto.retro@gmail.com,https://www.facebook.com/profile.php?id=100082668310343
CLUB EVENTS AUTO,13127 Vitrolles,,06 18 25 13 41,events.auto.paca@gmail.com,https://www.eventsauto.fr
OLD TRUCKS PASSION,39380 Vaudrey,,06 07 75 12 47,gilles.genin0948@orange.fr,
STREET MACHINE 79,79160 Villiers-en-Plaine,,06 77 73 63 97,luc.souchard61@orange.fr,https://www.facebook.com/groups/1113236148706289
ARBRACAM TERROT,21000 Dijon,,06 74 33 20 25,nsso2-rgst@orange.fr,https://www.arbracam.org
SPORTIVES D'AMBÉRIEUX 69,69480 Ambérieux,,06 25 26 46 04,sportives.amberieux69@hotmail.com,https://www.facebook.com/voitures.sportives
AMICALE DES VÉHICULES ANCIENS DU GÂTINAIS,91710 Vert-le-Petit,,06 74 71 76 74,avag91710@gmail.com,https://www.facebook.com/groups/272991353394766/
RÉTRO RACING CLUB,87260 Pierre-Buffière,,06 11 34 00 17,retroracingpb@gmail.com,https://retroracingclub.wordpress.com
205 GTI CLUB DE FRANCE - Section Vendée,85190 Aizenay,,06 60 43 39 07,rd-vendee@club205gti.fr,https://www.site.205gticlubdefrance.fr
HIPPIE KILLER CAR CLUB,33590 Jau-Dignac-et-Loirac,,06 07 67 27 50,hippiekillercarclub@gmail.com,https://www.facebook.com/hippiekillercarclub
LES ANCIENS VOLANTS DE PINTERVILLE,27400 Pinterville,,06 69 47 37 42,webmaster@les-anciens-volants-de-pinterville.fr,https://les-anciens-volants-de-pinterville.fr
LA ROUTE DANS LES RETROS,87620 Séreilh,,06 26 36 02 44,malika.texier@orange.fr,https://www.facebook.com/marieargand
VÉHICULES ANCIENS DU LOUDUNOIS,86200 Loudun,,06 81 34 14 96,val86club@gmail.com,
RUSTY WHEEL'S FATHER,49520 Segré-en-Anjou,,06 24 51 80 74,rustywheelfather@hotmail.com,https://www.facebook.com/Rustywheelsfather
ECURIE DU LÉMAN,74580 Viry,,06 09 59 18 49,ecurie.du.leman@gmail.com,
LES DÉJANTÉS DE GOUY,02420 Gouy,,06 64 98 52 84,bouton.adrien@hotmail.fr,https://www.facebook.com/Les-d%C3%A9jant%C3%A9s-de-Gouy-101796351624419/
TEAM DU SUD RCZ,84470 Châteauneuf-de-Gadagne,,06 29 14 78 90,teamdusudrcz@gmail.com,https://www.teamdusudrcz.fr
FENSH MILITARIA MOTOR CLUB,57290 Fameck,,06 68 83 62 72,hussard14@orange.fr,http://www.fenschmilitaria.com
ORCINES RÉTRO MOBILE,63870 Orcines,,04 73 62 20 00,dma99127@gmail.com,http://orcines-retro-mobile.e-monsite.com
THE CAR-A-VAN PASSION VINTAGE,13340 Rognac,,06 13 05 92 49,the-car-a-van@outlook.fr,
SAINTE ALAUZIE CLUB AUTO RETRO,46170 Castelnau-Montratier-Sainte-Alauzie,,06 78 93 40 24,verhaest@hotmail.com,https://www.facebook.com/ClubSACAR
AUTO RÉTRO 06,06530 Spéracèdes,,04 93 60 58 19,paul.rey652@orange.fr,
LES AUTOS POP' DU PLATEAU,38300 Bourgoin-Jallieu,,06 75 09 37 69,lesautospopduplateau@gmail.com,https://www.facebook.com/groups/596401290510825
LES CH'TIS CUBES DES WEPPES,59480 Bassée,,06 64 85 15 63,calonne.jacky@bbox.fr,https://www.facebook.com/ChtisCubesDesWeppes
TEAM DU SUD,30170 Saint-Hippolyte-du-Fort,,04 66 80 16 70,marie_therese.diaz@bbox.fr,https://www.facebook.com/Team-du-sud-104019981125040
CLASSIC AUTO CORCOUÉ,44650 Corcoué-sur-Logne,,07 86 42 14 59,classicautocorcoue@gmail.com,
CAR PAYS DES SOURCES,60150 Janville,,06 43 74 11 66,taximaxime@orange.fr,https://www.facebook.com/carpaysdessources
PICARDIE AUTO RÉTRO,80230 Vaudricourt,,06 80 04 09 32,kd-services@club-internet.fr,
GRAND CAUNET AUTO PASSION,13600 Ceyreste,,0920314615,gcautopassion.loisirs@gmail.com,https://www.facebook.com/groups/771780920314615
LA BALADE DE JÉRÉMY,84850 Camaret-sur-Aigues,,06 06 51 52 25,laballadedejeremy@gmail.com,https://www.facebook.com/people/La-ballade-de-Jeremy/100069583195523
MAZDABREIZHCLUB,29270 Carhaix-Plouguer,,06 70 60 45 85,maeligstevens@orange.fr,
LES PISTONS D'OR,03500 Paray-sous-Briailles,,07 50 82 11 20,presidentpistondor@hotmail.com,https://www.facebook.com/lespistonsdor03/
AMATEURS QUERCYNOIS DE VÉHICULES ANCIENS,46230 Laburgade,,05 65 31 83 71,patrick-gazaud@orange.fr,http://aqva.info
LES BIELLES ANCIENNES ORNAIES,61360 Saint-Jouin-de-Blavou,,06 70 77 91 81,biellesanciennes61@gmail.com,
AMICALE LES DÉJANTÉS UBAYENS AUTO ET MOTO ANCIENNE,04530 La,,06 10 83 38 96,juvamonde@gmail.com,http://les-mamies-roulantes-en-ubaye.e-monsite.com
AUTOMOBILES ANCIENNES ET VÉHICULES BEAUMONTOIS EN PÉRIGORD,24440 Naussannes,,06 66 64 55 41,aavbp24@outlook.fr,
ECURIE 1900.2000 DU PAYS D'APT,84400 Saignon,,06 50 19 47 69,ecurie1900.2000@aim.com,
BOXSTER AQUITAINE CLUB,33064 Bordeaux,,,info@boxsteraquitaine.com,https://www.boxsteraquitaine.com
LYON 2CV CLUB,69580 Sathonay-Village,,,contact@lyon2cvclub.fr,http://lyon2cvclub.fr
AMICALE VÉHICULES ANGLAIS,49460 Montreuil-Juigné,,06 14 98 57 83,a.lefaucheux@wanadoo.fr,https://amicaleava.fr
SORS TA VIEILLE,30900 Nîmes,,,sorstavieille@gmail.com,https://www.facebook.com/groups/2556366817939368/
ALPINE ET RENAULT ANCIENNES DRÔME ARDÈCHE,26120 Montélier,,06 19 16 45 65,arada.alpine.renault@gmail.com,http://club-arada.fr
CALAIS VÉHICULES ANCIENS,62100 Calais,,06 62 47 34 27,c.v.a@netcourrier.com,https://www.facebook.com/CvadeCalais
PASSION VÉHICULES VAL DE SAÔNE,70100 Arc-lès-Gray,,06 49 52 18 33,contactp2vs@gmail.com,http://passionvehiculesvaldesaone.com
ECURIE BOURBONNAISE DES AMATEURS DE VÉHICULES ANCIENS,03301 Cusset,,04 63 88 99 76,robert.carte1958@gmail.com,http://www.ebava.fr
MG CLUB DE FRANCE - Section Ile-de-France,91460 Marcoussis,,06 62 96 53 83,gilles.surel@mgclubdefrance.com,https://mgclubdefrance.com
CLUB DES VIEUX VOLANTS D'AIRBUS,44550 Montoir-de-Bretagne,,06 28 28 15 07,cyril.1980moyon@gmail.com,
AUTOMOBILE CLUB GP,40090 Campet-et-Lamolère,,06 80 11 15 97,automobileclubgp@gmail.com,
CLUB AUTOMOBILES RÉGIONALE ANCIENNES ET SPORTIVES,19400 Argentat-sur-Dordogne,,07 61 88 26 00,dominique001953@aol.com,
CAR DRIVERS CLUB,33127 Martignas-sur-Jalle,,06 99 23 98 36,loucarevent@gmail.com,
AUTO PASSION 71,71260 Saint-Albain,,06 66 11 93 23,benmax_3@hotmail.fr,https://www.facebook.com/Auto-passion-71-541287739614274/
BMW Z CLUB LES Z'HAUTS DE FRANCE,59140 Dunkerque,,06 17 49 49 12,contact@leszhautsdefrance.fr,https://www.bmw-z-club-hdf.fr
VÉHICULES ANCIENS GOUESNOU,29850 Gouesnou,,06 83 48 54 79,vehiculesanciensgouesnou29@gmail.com,https://www.facebook.com/vehiculesanciensgouesnou/
BMW CLUB DE FRANCE,10300 Macey,,03 25 70 02 97,bmw.club.de.france@gmail.com,https://bmwclubdefrance.org
BMW Z ALSACE,67400 Illkirch-Graffenstaden,,06 86 46 98 98,alexandre.zetzner@orange.fr,
PAYS DE LOIRE AUTOMOBILES ALLEMANDES DE COLLECTION ET DE PRESTIGE,85100 Les,,06 85 88 09 78,85pl2a@gmail.com,https://www.facebook.com/PL2a-collection-et-prestige-100152371836881
VÉHICULES AXONAIS SENSIBLES A L'ÉVASION,02200 Villeneuve-Saint-Germain,,06 87 72 15 13,asso.vase@free.fr,
LES ANCIENNES DE PIGNEROLLE,49100 Angers,,06 35 78 57 68,eric.robert@orange.fr,
LES ANCIENS PISTONS DE ROUGNAT,23700 Rougnat,,06 20 86 20 15,jeanclaude.madebene@neuf.fr,
LES VIEILLES MÉCANIQUES TRETSOISES,13700 Marignane,,06 22 26 40 04,lesvieillesmecatretsoises@gmail.com,
TALON AU PLANCHER,33210 Fargues,,07 76 15 98 61,talonauplancher@gmail.com,https://www.talon-au-plancher.fr
AMICALE MOTOBEC'AISNE - SAINT-QUENTIN,02240 Pleine-Selve,,06 81 47 27 36,philippe.finet02@orange.fr,
LES VIEILLES MÉCANIQUES DE L'AURE,14230 Isigny-sur-Mer,,06 83 00 03 79,admin@lesvieillesmecaniquesdelaure.fr,https://lesvieillesmecaniquesdelaure.fr
LES VIEUX VOLANTS DU SEGALA,15150 Lacapelle-Viescamp,,06 81 38 55 72,carcenacplage@orange.fr,
L'AGENCE CX,78190 Trappes,,,contact@l-agencecx.fr,https://www.facebook.com/lagencecx
TOUR AUTOMOBILE VOSGES-ALSACE,54540 Vacqueville,,,tourauto.vosgesalsace@gmail.com,https://www.tourautovosgesalsace.com
CLASSIQUES & YOUNGTIMERS CARRILLONNES,78420 Carrières-sur-Seine,,,cyc78420@gmail.com,https://www.cyc78.fr
COMPAGNIE DES AMATEURS DE VÉHICULES D'ÉPOQUE,91380 Chilly-Mazarin,,01 64 48 10 71,cave@walter.tw,https://cave-asso.fr
LES VI'S PISTONS,,,04 75 65 73 68,lesvispistons@gmail.com,https://www.facebook.com/groups/lesvispistons
AMICALE MATRA 530,44430 Le,,06 71 57 44 66,yves.nilion@gmail.com,http://www.amicale-matra530.com
