nom,adresse,telephone,email,representant,site,source,doublon_de,raison
LES AMIS DU TYPE H - Section Franche-Comté,25480 Ecole-Valentin,06 86 90 38 95,roland.jacquinot@wanadoo.fr,,http://lesamisdutypeh.com,retrocalage,AMICALE CITROËN DES 10 HP,tel: 0686903895
AMICALE CITROEN 10HP,25480 École-Valentin,03 81 88 86 42,amicale@citroen10hp.com,,http://www.citroen10hp.com,retrocalage,AMICALE CITROËN DES 10 HP,email: amicale@citroen10hp.com
ASSOCIATION SPORTIVE DES ALPINE DU NORD,62137 Coulogne,06 68 78 03 10,alpine_asan@yahoo.fr,,http://www.clubalpine.net,retrocalage,ASSOCIATION SPORTIVE DES ALPINE DU NORD - ASAN,email: alpine_asan@yahoo.fr
L'AUTOMOBILE DE GRAND-PAPA,76560 Doudeville,02 35 95 02 22,daniele.olivier2@orange.fr,,,retrocalage,L'AUTOMOBILE DE GRAND-PAPA,email: daniele.olivier2@orange.fr
ASSOCIATION DES JEUNES PILOTES ARNAYTOIS ET JPA RETRO,21230 Arnay-le-Duc,03 80 64 37 09,jean-pierreaubert30@orange.fr,,http://www.ass-jparetro.com,retrocalage,AJPA RETRO,email: jean-pierreaubert30@orange.fr
SIMCA RACING TEAM,21068 Dijon,06 98 70 12 94,srt.dijon@gmail.com,,https://www.facebook.com/pages/Simca-Racing-Team/107865945997972,retrocalage,SIMCA RACING TEAM,email: srt.dijon@gmail.com
LES CALANDRES PETILLANTES,51510 Fagnières,06 24 94 78 74,calandres51@gmail.com,,,retrocalage,LES CALANDRES PÉTILLANTES CHALONS-EN-CHAMPAGNE,email: calandres51@gmail.com
LES VIEILLES BIELLES,63370 Lempdes,06 67 03 57 40,lesvieillesbielles@laposte.net,,http://lesvieillesbiellesdelempdes.e-monsite.com,retrocalage,LES VIEILLES BIELLES DE LEMPDES,email: lesvieillesbielles@laposte.net
LES AMIS DE L'AUTOMOBILE ANCIENNE CHAMPENOISE,51000 Epernay,06 77 08 87 84,ladaac@laposte.net,,http://www.club-ladaac.skyblog.com,retrocalage,LES AMIS DE L'AUTO ANCIENNE CHAMPENOISE,email: ladaac@laposte.net
CLUB AUTO MOTO RETRO CHARTRES,28000 Chartres,06 81 14 74 25,camrc28@gmail.com,,http://camrc28.com,retrocalage,CLUB AUTO MOTO RÉTRO CHARTRES - CAMRC,email: camrc28@gmail.com
INTERNATIONAL TURBO 5,13680 Lançon-Provence,04 90 53 00 98,j.berthier@laposte.net,,http://www.clubit5.org,retrocalage,R5 TURBO PASSION,email: j.berthier@laposte.net
CLUB MATRA FOREVER,83640 Saint-Zacharie,06 87 89 85 57,clubmatraforever@orange.fr,,https://www.matraforever.com,retrocalage,CLUB MATRA FOREVER,tel: 0687898557
AMICALE DES VOITURES ANCIENNES DE HAMBACH ET ENVIRONS,57910 Hambach,03 87 98 05 81,ava.hambach@wanadoo.fr,,http://www.avahe.com,retrocalage,AMICALE DES VOITURES ANCIENNES DE HAMBACH ET ENVIRONS,tel: 0387980581
ANCIENNES AUTOMOBILES NORD FRANCHE COMTE,70200 Clairegoutte,03 84 63 03 38,2anfc@orange.fr,,http://www.2anfc.com,retrocalage,ANCIENNES AUTOMOBILES NORD FRANCHE-COMTÉ - 2ANFC,email: 2anfc@orange.fr
SPORT & COLLECTION,86000 Poitiers,05 49 39 34 25,contact@sportetcollection.org,,https://sportetcollection.org,retrocalage,SPORT ET COLLECTION,email: contact@sportetcollection.org
METAL MONSTER CLUB,34450 Vias,04 67 21 75 41,metalmclub@aol.com,,http://www.metalmonsterclub.com,retrocalage,METAL MONSTER CLUB,email: metalmclub@aol.com
GONFARON AUTO PASSION,83590 Gonfaron,06 08 92 75 38,jeanlucbrochard9@msn.com,,http://www.gonfaronautopassion.com,retrocalage,GONFARON AUTO PASSION,tel: 0608927538
TRIEL AUTO RETRO,78510 Triel-sur-Seine,01 39 74 85 74,trielautoretro@gmail.com,,http://trielautoretro.com,retrocalage,TRIEL AUTO RÉTRO - TAR,email: trielautoretro@gmail.com
ECURIE LA GRANGE AUX DAMIERS,62550 Bours,06 75 02 83 99,lagrangeauxdamiers@orange.fr,,https://lagrangeauxdamiers.over-blog.com,retrocalage,ÉCURIE DE LA GRANGE AUX DAMIERS,email: lagrangeauxdamiers@orange.fr
RETRO'MOBILES CLUB CASTELLET,83330 Le,06 74 53 57 64,retro-mobiles@orange.fr,,,retrocalage,RÉTRO'MOBILES CLUB DU CASTELLET,email: retro-mobiles@orange.fr
ROUE LIBRE,41100 Vendôme,02 54 77 66 50,rouelibre41@hotmail.fr,,http://roue-libre.over-blog.com,retrocalage,CLUB ROUE LIBRE,email: rouelibre41@hotmail.fr
MUSTANGPASSION FRANCE,77680 Roissy-en-Brie,06 63 74 93 32,jp.ghiringhelli@orange.fr,,http://www.mustangpassion.fr,retrocalage,MUSTANGPASSION FRANCE,tel: 0663749332
VENTABREN RETRO PASSION,13122 Ventabren,06 82 97 95 17,ventabrenretropassion@gmail.com,,http://ventabrenretro.free.fr,retrocalage,VENTABREN RÉTRO PASSION,email: ventabrenretropassion@gmail.com
LES VIEUX VOLANTS BERNAYENS,27300 Saint-Aubin-le-Vertueux,02 32 46 29 46,clubvvb@orange.fr,,http://www.vieux-volants-bernayens.info,retrocalage,CLUB DES VIEUX VOLANTS BERNAYENS,email: clubvvb@orange.fr
AUTOMOBILES SPORTIVES DE TOURAINE,37550 Saint-Avertin,02 47 25 19 96,ast.club@laposte.net,,https://www.facebook.com/AutomobilessportivesTouraine,retrocalage,AUTOMOBILES SPORTIVES DE TOURAINE,email: ast.club@laposte.net
ESTEREL AUTO LEGENDE,83700 Saint-Raphaël,06 78 20 59 45,midellys@gmail.com,,https://club-esterel-auto-legende.webnode.fr,retrocalage,ESTEREL AUTO LÉGENDE,tel: 0678205945
LES VIEILLES AUTOMOBILES DU PERIGORD,24100 Bergerac,06 83 75 86 05,vieillesautos24@gmail.com,,,retrocalage,LES VIEILLES AUTOMOBILES DU PÉRIGORD,email: vieillesautos24@gmail.com
OLD CARS CLUB JURASSIEN,39101 Dole,03 84 72 69 80,jeanpierre.aulon@orange.fr,,http://www.occj.fr,retrocalage,OLD CARS CLUB JURASSIEN,email: jeanpierre.aulon@orange.fr
VOLANTS ET VALLEE,27640 Breuilpont,06 61 39 46 06,volants.vallee@orange.fr,,http://www.lva-auto.fr/minisite/volants-et-vallee,retrocalage,VOLANTS ET VALLÉE,email: volants.vallee@orange.fr
ROUTE 62 OPALE COAST AMERICAN CARS,62170 Lepine,06 72 38 21 05,route62lepine@gmail.com,,,retrocalage,ROUTE 62,email: route62lepine@gmail.com
LES ANCIENNES BEYNOISES,78650 Beynes,01 34 87 56 75,anciennesbeynoises@free.fr,,http://anciennesbeynoises.free.fr,retrocalage,LES ANCIENNES BEYNOISES,email: anciennesbeynoises@free.fr
FARIGOULETTE HISTORIQUE TEAM,04140 Auzet,09 65 23 11 98,piukinen@orange.fr,,,retrocalage,FARIGOULETTE HISTORIQUE TEAM,email: piukinen@orange.fr
LES SORBIELLES SAINTJEANDAIRES,42740 Saint-Paul-en-Jarez,06 08 89 75 80,les-sorbielles@laposte.net,,http://lessorbielles.over-blog.com,retrocalage,LES SORBIELLES SAINT-JEANDAIRES,email: les-sorbielles@laposte.net
LES TORPEDOS DE L'ALAGNON,15110 Fridefont,06 68 56 17 58,michelrobert63@gmail.com,,,retrocalage,LES TORPÉDOS DE L'ALAGNON,email: michelrobert63@gmail.com
ASSOCIATION NORMANDE D'ANCIENS UTILITAIRES,14680 Fresney-le-Puceux,02 33 96 04 96,michelpringault@orange.fr,,,retrocalage,ASSOCIATION NORMANDE DES ANCIENS UTILITAIRES,email: michelpringault@orange.fr
ASSOCIATION DES COLLECTIONNEURS DE VEHICULES MILITAIRES DU VALOIS,77840 Crouy-sur-Ourcq,06 11 12 03 06,contactacvmv@gmail.com,,,retrocalage,ASSOCIATION DES COLLECTIONNEURS DE VEHICULES MILITAIRES DU VALOIS - ACVMV,email: contactacvmv@gmail.com
CLUB DES AMATEURS DE VOITURES DE SPORT,14790 Verson,02 31 71 00 88,contact.cavs@gmail.com,,https://www.facebook.com/cavs.normandie/,retrocalage,CLUB DES AMATEURS DE VOITURES DE SPORT NORMANDIE - CAVS NORMANDIE,email: contact.cavs@gmail.com
AMICALE AX CLUB FRANCE,78320 La,01 34 61 74 99,amicaleaxclubfrance@gmail.com,,http://www.amicaleaxclubdefrance.fr,retrocalage,AMICALE AX CLUB FRANCE,email: amicaleaxclubfrance@gmail.com
RENAULT ALLIANCE CLUB PASSION,44120 Vertou,09 74 53 35 88,contact@renaultalliance.net,,http://www.renault-alliance-club-passion.com,retrocalage,RENAULT ALLIANCE CLUB PASSION,email: contact@renaultalliance.net
BRETELLES DENTELLES ET VIEILLES SOUPAPES,01500 Saint-Denis-en-Bugey,04 74 46 44 06,jean-claude.dede@wanadoo.fr,,http://bdvs.leforum.eu,retrocalage,BRETELLES DENTELLES ET VIEILLES SOUPAPES,email: jean-claude.dede@wanadoo.fr
RENAULT 9 ET 11 CLUB DE FRANCE,28700 Oysonville,06 11 53 90 82,r9r11clubdefrance@gmail.com,,http://www.renault-9-11.fr,retrocalage,RENAULT 9 ET 11 CLUB DE FRANCE,email: r9r11clubdefrance@gmail.com
ARC ANCIENNES,06140 Tourrettes-sur-Loup,06 09 01 80 36,md.postel@gmail.com,,,retrocalage,LES AMIS DE DELAGE - Délégation Sud-Est,email: md.postel@gmail.com
CLUB ALFA FRANCE SUD PASSION,46800 Barguelonne-en-Quercy,06 79 81 01 53,clubafsp@yahoo.com,,http://www.alfafrancesudpassion.com/forum.htm,retrocalage,CLUB ALFA FRANCE SUD PASSION,email: clubafsp@yahoo.com
AMICALE RETRO PASSION AUTO AMIENS,80090 Amiens,03 22 47 04 36,retropassionauto@free.fr,,http://www.retropassionauto.net,retrocalage,AMICALE RÉTRO PASSION AUTO,email: retropassionauto@free.fr
07 AUTO RETRO CLUB,07600 Vals-les-Bains,,07autoretroclub@gmail.com,,,retrocalage,07 AUTO RÉTRO CLUB,email: 07autoretroclub@gmail.com
LES BIELLES MEUSIENNES,55105 Verdun,03 29 83 72 97,biellesmeusiennes@gmail.com,,http://www.biellesmeusiennes.com,retrocalage,LES BIELLES MEUSIENNES,email: biellesmeusiennes@gmail.com
CLUB RETRO FORTERRE,89560 Taingy,03 86 41 98 75,clubretroforterre89@orange.fr,,https://www.facebook.com/ClubRetroForterre,retrocalage,CLUB RÉTRO FORTERRE,tel: 0386419875
ECURIE MISTRAL,26800 Portes-les-Valence,06 08 31 22 46,ecuriemistral@orange.fr,,http://ecuriemistralportes.e-monsite.com,retrocalage,ÉCURIE MISTRAL,email: ecuriemistral@orange.fr
RETROMOBILE CLUB FOREZIEN,42110 Feurs,06 08 81 84 12,retro.forezien@gmail.com,,https://www.retroforezien.fr,retrocalage,RÉTROMOBILE CLUB FORÉZIEN,email: retro.forezien@gmail.com
LES VIEILLES MECANIQUES DE SAINT-LOUBES,33450 Saint-Loubès,06 84 08 52 44,patrick.burguion54@orange.fr,,http://www.lvmsl.net,retrocalage,LES VIEILLES MÉCANIQUES DE SAINT-LOUBÈS,tel: 0684085244
AMERICAN CARS CLUB D'ARMOR,22000 Saint-Brieuc,06 13 05 52 42,fportzer@gmail.com,,https://www.facebook.com/profile.php?id=100094241324380,retrocalage,AMERICAN CARS CLUB D'ARMOR - ACCA,email: fportzer@gmail.com
AUTOMOBILES KARR BREIZH,56330 Pluvigner,06 08 28 05 21,karrbreizh@gmail.com,,https://www.karrbreizh.com,retrocalage,KARR BREIZH,tel: 0608280521
ASPYC 56,56890 Saint-Avé,07 74 71 91 80,vice-presidence@aspyc56.com,,http://aspyc56.com,retrocalage,ASPYC 56,tel: 0774719180
TACOTS & TURBOS DE STREDELL,35370 Etrelles,06 32 14 05 94,accueiltts@gmail.com,,https://accueiltts.wixsite.com/website,retrocalage,TACOTS ET TURBOS DE STREDELL,email: accueiltts@gmail.com
AUTO RÉTRO SPORT PRESTIGE,56100 Lorient,07 67 59 96 06,arsp56@gmail.com,,http://www.autoretro-sportprestige56.fr,retrocalage,AUTO RÉTRO SPORT PRESTIGE - ARSP,email: arsp56@gmail.com
ENGRENAGE,35000 Rennes,06 75 80 73 72,club.engrenage@laposte.net,,https://retro-passion-rennes.fr,retrocalage,ENGRENAGE,email: club.engrenage@laposte.net
AMICALE DES VIEUX PISTONS D'ARMOR,22100 St-Samson-sur-Rance,02 96 84 57 74,ber.andlauer@gmail.com,,https://www.facebook.com/philno.avpa,retrocalage,AMICALE DES VIEUX PISTONS D'ARMOR,email: ber.andlauer@gmail.com
AUTOCYCLETTES DU PAYS DOLOIS,35120 Epiniac,02 99 48 36 77,autocyclettes@orange.fr,,https://www.autocyclettes.fr,retrocalage,AUTOCYCLETTES DU PAYS DOLOIS,email: autocyclettes@orange.fr
AUTOMOBILES ET PATRIMOINE DU PAYS DE FOUGERES,35420 La,06 08 95 99 53,appf@club-internet.fr,,http://www.rallye-fougeres.org,retrocalage,AUTOMOBILES ET PATRIMOINE DU PAYS DE FOUGÈRES - APPF,tel: 0608959953
AMECA,56330 Pluvigner,02 90 61 22 07,ameca.pluvigner@wanadoo.fr,,https://ameca56.blogspot.com,retrocalage,AUTOS MOTOS D'ÉPOQUE CLUB ATLANTIQUE - AMECA,email: ameca.pluvigner@wanadoo.fr
PASSION AUTO PRESTIGE ET ANCIENNE 35,35340 Ercé-près-Liffré,06 07 25 00 21,clubpapa35@gmail.com,,http://www.papa35.org,retrocalage,PASSION AUTO PRESTIGE ET ANCIENNE D'ILLE-ET-VILAINE,email: clubpapa35@gmail.com
CRACKER'S CLUB,44660 Soulvache,02 40 28 80 51,stephan.choqune@wanadoo.fr,,,retrocalage,LES JOURS HEUREUX,email: stephan.choqune@wanadoo.fr
LES VIEILLES SOUPAPES,53800 La,02 43 06 30 02,titina1952@hotmail.fr,,,retrocalage,LES VIEILLES SOUPAPES CRAONNAISES,email: titina1952@hotmail.fr
LES VIEUX PISTONS CHALEONNAIS,44680 Saint-Hilaire-de-Chaléons,06 82 11 56 46,papy.juva@orange.fr,,,retrocalage,LES VIEUX PISTONS CHALÉONNAIS,email: papy.juva@orange.fr
ECURIE CÔTE D'AMOUR,44500 La,06 36 84 90 39,gilles.toyota@orange.fr,,http://www.ecuriecotedamour.fr,retrocalage,ÉCURIE CÔTE D'AMOUR - ECA,tel: 0636849039
LES AMIS DE LA BELLE AUTOMOBILE,44630 Plessé,06 80 28 60 92,jcbourseauto@gmail.com,,,retrocalage,LES AMIS DE LA BELLE AUTOMOBILE,email: jcbourseauto@gmail.com
ARBRACAME CLUB,44730 Tharon-Plage,02 40 39 41 15,christian@arbracameclub.fr,,https://www.arbracameclub.com,retrocalage,ARBRACAME,tel: 0240394115
CLUB GOLF GTI SÉRIE 1,44800 Saint-Herblain,06 82 66 11 24,clubgolfgtiserie1@gmail.com,,http://www.clubgolfgtiserie1.com,retrocalage,CLUB GOLF GTI SÉRIE 1,email: clubgolfgtiserie1@gmail.com
BRETAGNE FLORIDE CARAVELLE CLUB,22470 Plouézec,02 96 22 77 75,jean-luc.le-meur@wanadoo.fr,,http://bretagnefcc.free.fr,retrocalage,BRETAGNE FLORIDE CARAVELLE CLUB,email: jean-luc.le-meur@wanadoo.fr
CLUB RENAULT 25 FRANCAIS - Section Ouest,35370 Brielles,06 66 33 83 96,president@renault25.com,,http://www.renault25.com,retrocalage,CLUB RENAULT 25 FRANÇAIS,email: president@renault25.com
CLUB JP4 CAR SYSTEME HISTORIC',35600 Redon,06 61 10 94 53,rva.jp4etautres@gmail.com,,http://club.quomodo.com/jp4-rva-car_systeme/liens-amis/liens-youtube-sur-la-jp4-la-4l.html,retrocalage,CLUB JP4 CAR SYSTÈME HISTORIC,email: rva.jp4etautres@gmail.com
CLUB DES AMATEURS D'ANCIENNES RENAULT - CAR LE MANS,72100 Le,,president@car-le-mans.fr,,http://www.car-le-mans.fr,retrocalage,CAR LE MANS - CLUB DES AMATEURS D'ANCIENNES RENAULT,email: president@car-le-mans.fr
RENAULT 5 GT TURBO CLUB DE FRANCE,76590 Anneville-sur-Scie,06 86 81 66 08,r5gtturboclubdefrance@gmail.com,,http://www.r5-gt-turbo-club-de-france.fr,retrocalage,R5 GT TURBO CLUB DE FRANCE,email: r5gtturboclubdefrance@gmail.com
CLASSIC ET RACING 901 ATLANTIQUE,44360 Le,02 40 57 06 23,amb_architecture@yahoo.fr,,http://pilletf.free.fr/Classic_et_Racing_901_Atlantique,retrocalage,CLASSIC ET RACING 901 ATLANTIQUE,tel: 0240570623
AMICALE 203 PEUGEOT - Section Pays-de-la-Loire,44230 Saint-Sébastien-sur-Loire,06 74 60 83 93,contact@amicale203-pdl.fr,,http://www.amicale203-pdl.fr,retrocalage,AMICALE 203 PEUGEOT PAYS-DE-LOIRE,email: contact@amicale203-pdl.fr
AMICALE RETRO PEUGEOT ATLANTIQUE,44230 Saint-Sébastien-sur-Loire,06 78 66 69 69,info@arpaouest.org,,http://www.arpaouest.org,retrocalage,AMICALE RÉTRO PEUGEOT ATLANTIQUE - ARPA,tel: 0678666969
PANHARD & LEVASSOR FRANCE - Section Bretagne,56100 Lorient,02 97 83 25 92,,,http://www.club-panhard-france.net,retrocalage,CLUB PANHARD ET LEVASSOR FRANCE - SECTION BRETAGNE,tel: 0297832592
ALL BRITISH CARS 53,53170 Meslay-du-Maine,06 08 53 10 81,herve.quelin@wanadoo.fr,,,retrocalage,LES AMIS DE LA RANDONNEE DU BOCAGE,email: herve.quelin@wanadoo.fr
AMICALE ANGEVINE DES AMOUREUX DES AUTOMOBILES ANCIENNES,49180 Saint-Barthélemy-d,02 41 93 06 92,club.lecinqa@free.fr,,http://cluble5a.wixsite.com/club-lecinqa,retrocalage,AMICALE ANGEVINE DES AMOUREUX DES AUTOMOBILES ANCIENNES - 5A,email: club.lecinqa@free.fr
CLUB ANGEVIN DE VÉHICULES D'ÉPOQUE,49000 Angers,06 85 72 71 53,C.A.V.E@wanadoo.fr,,http://clubangevindevehiculesdepoque.e-monsite.com,retrocalage,CLUB ANGEVIN DE VÉHICULES D'ÉPOQUE,email: c.a.v.e@wanadoo.fr
AUTO RÉTRO DU DON,44290 Guémené-Penfao,06 95 35 93 75,autoretrodudon@free.fr,,https://www.facebook.com/people/Auto-r%C3%A9tro-du-Don/100068420983946,retrocalage,AUTO RÉTRO DU DON,email: autoretrodudon@free.fr
BS RACING,85800 Saint-Gilles-Croix-de-Vie,06 12 71 87 80,contactbsracing@free.fr,,http://bsracing.fr,retrocalage,BS RACING - ALPINE LEGENDE UNIVER,tel: 0612718780
AUTO RETRO PORNIC,44210 Pornic,06 63 99 38 44,autoretro.pornic@gmail.com,,http://autoretro-pornic.wix.com/autoretro-pornic,retrocalage,AUTO-RÉTRO PORNIC,tel: 0663993844
LES VIEILLES SOUPAPES DE LA VIE,85800 Givrand,,vieillessoupapesdelavie@orange.fr,,http://www.vieillessoupapesdelavie.fr,retrocalage,ASSOCIATION LES VIEILLES SOUPAPES DE LA VIE,email: vieillessoupapesdelavie@orange.fr
AMICALE DES VÉHICULES ANCIENS DES SORINIÈRES,44840 Les,06 07 37 25 11,avas.sorinieres@gmail.com,,http://avas44.free.fr,retrocalage,AMICALE DES VÉHICULES ANCIENS DES SORINIÈRES - AVAS,email: avas.sorinieres@gmail.com
RALLYE TOURISTIQUE DE LA CORNICHE VENDÉENNE,85270 Saint-Hilaire-de-Riez,06 70 65 61 22,rallyecornichevendeenne@gmail.com,,http://www.rallyecornichevendeenne.fr,retrocalage,CLUB AUTO RÉTRO ATLANTIQUE,tel: 0670656122
AMICALE DES VIEUX PISTONS JAVRONNAIS,53250 Madré,07 84 92 89 01,avpj@orange.fr,,https://www.facebook.com/AVPJ53/,retrocalage,AMICALE DES VIEUX PISTONS JAVRONNAIS - AVPJ,email: avpj@orange.fr
RETR'AUTO VENDEENNE,85190 Aizenay,06 76 70 07 66,retrauto_85@orange.fr,,https://retrauto85.fr,retrocalage,RÉTR'AUTO VENDÉENNE,email: retrauto_85@orange.fr
LES PET'ARDENTES DU CHOLETAIS,49360 Yzernay,02 41 55 04 25,petardentes@gmail.com,,https://lespetardentes.fr,retrocalage,LES PET'ARDENTES DU CHOLETAIS,email: petardentes@gmail.com
AMATEURS MAYENNAIS DE VÉHICULES ANCIENS,53940 Ahuillé,06 15 41 13 11,contact@amva53.fr,,https://amva53.fr,retrocalage,AMATEURS MAYENNAIS DE VÉHICULES ANCIENS,email: contact@amva53.fr
NOIRMOUTIER VEHICULES ANCIENS,85330 Noirmoutier-en-l,06 18 42 63 06,jeanmarcbourson@orange.fr,,,retrocalage,NVA - NOIRMOUTIER VÉHICULES ANCIENS,tel: 0618426306
ATELIER DU TEMPS,44200 Nantes,06 58 19 49 45,contact_adt@atelier-du-temps.com,,http://www.atelier-du-temps.com,retrocalage,ATELIER DU TEMPS,email: contact_adt@atelier-du-temps.com
ACA72,72000 Le,02 43 84 03 20,aca.72@free.fr,,http://aca.72.free.fr,retrocalage,ASSOCIATIONS POUR LA COUPE DES ANCÊTRES - ACA 72,email: aca.72@free.fr
VÉHICULES ANCIENS DE LA VALLÉE DU LOIR,49150 Baugé,06 47 04 86 89,gaudinbauge@orange.fr,,,retrocalage,VÉHICULES ANCIENS DE LA VALLÉE DU LOIR,email: gaudinbauge@orange.fr
LES BIELLES SABLAISES,85340 Olonne-sur-Mer,02 51 05 68 72,bielles.sablaises@gmail.com,,http://www.facebook.com/Les-Bielles-Sablaises-354428577975788/,retrocalage,LES BIELLES SABLAISES,email: bielles.sablaises@gmail.com
MG CLUB DE FRANCE - Section Pays-de-la-Loire,85330 Noirmoutier-en-l,06 18 42 63 06,jeanmarcbourson0@gmail.com,,https://www.mgclubdefrance.com,retrocalage,NVA - NOIRMOUTIER VÉHICULES ANCIENS,tel: 0618426306
MAC BIHAN CLUB - LES FERRARISTES PAYS DE LOIRE,44130 Bouvron,02 40 56 36 24,lionel.varutti@total.com,,,retrocalage,MACH-BIHAN CLUB - FERRARI ET LAMBORGHINI PAYS DE LOIRE,tel: 0240563624
2 CV MON AMOUR,29000 Quimper,06 38 93 95 07,secretaire2cvmonamour1@gmail.com,,http://2cvmonamour.wix.com/2cvclub,retrocalage,2 CV MON AMOUR,email: secretaire2cvmonamour1@gmail.com
ATLANTIC 2 CV DES MARAIS,44270 Machecoul,02 51 74 51 04,atl.2cv.marais@orange.fr,,http://atlantic-2cv-des-marais.skyrock.com,retrocalage,DEUCH'S DES MARAIS,email: atl.2cv.marais@orange.fr
DEUCH'VADROUILLE 44,44690 La,06 38 94 16 75,contact@deuchvadrouille44.fr,,http://deuchvadrouille44.fr,retrocalage,DEUCH'VADROUILLE 44,email: contact@deuchvadrouille44.fr
L'ATTRACTION DE L'ANJOU,49770 Longuenée-en-Anjou,06 60 89 87 18,lattractionanjou@aol.com,,https://lattractiondelanjou.wixsite.com/lattractiondelanjou,retrocalage,L'ATTRACTION DE L'ANJOU,email: lattractionanjou@aol.com
IDéale DS® ATLANTIQUE PAYS DE LOIRE,44250 Saint-Brevin-les-Pins,,club.apl@ideale-ds.com,,http://www.ideale-ds.com,retrocalage,IDÉALE DS ATLANTIQUE-PAYS-DE-LOIRE,email: club.apl@ideale-ds.com
ALPINE BRETAGNE CLUB,44310 Saint-Lumine-de-Coutais,06 66 26 97 09,contact@alpine-bretagne.com,,https://www.facebook.com/AlpineBretagneClub/,retrocalage,ALPINE BRETAGNE CLUB - ABC,email: contact@alpine-bretagne.com
GTV PASSION,44880 Sautron,02 40 63 90 11,gtvpassion@wanadoo.fr,,,retrocalage,GTV PASSION,email: gtvpassion@wanadoo.fr
ARMOR VÉHICULES ANCIENS,22590 Pordic,06 09 14 03 89,contact@ava.bzh,,https://www.ava.bzh,retrocalage,ARMOR VÉHICULES ANCIENS - AVA,email: contact@ava.bzh
CALANDRE CLUB D'ARMOR,22810 Plougonver,06 71 57 24 30,president@ccarmor.net,,http://www.ccarmor.net,retrocalage,CALANDRE CLUB D'ARMOR,email: president@ccarmor.net
CALANDRE ET TORPÉDO,29600 Morlaix,02 98 78 64 35,,,http://www.calandretorpedo.com,retrocalage,CALANDRE ET TORPÉDO,tel: 0298786435
AMICALE DES VIEUX CARBUS,29900 Concarneau,02 98 94 75 96,amicalevieuxcarbus@wanadoo.fr,,,retrocalage,AMICALE DES VIEUX CARBUS,email: amicalevieuxcarbus@wanadoo.fr
ASSOCIATION BRETONNE DES VEHICULES ANCIENS,22000 Saint-Brieuc,06 98 21 47 76,mathias.abva@gmail.com,,https://abva.bzh,retrocalage,ASSOCIATION BRETONNE DES VÉHICULES ANCIENS - ABVA,tel: 0698214776
LES BIELLES ANCENIENNES,44150 Vair-sur-Loire,02 40 98 02 13,gilbert_lionel@orange.fr,,https://www.facebook.com/lesbiellesanceniennes,retrocalage,LES BIELLES ANCENIENNES,email: gilbert_lionel@orange.fr
AUTO RETRO SPORT D'ARMORIQUE,29600 Plourin-les-Morlaix,02 98 62 00 33,arsa29@orange.fr,,https://www.arsa29.com,retrocalage,AUTO RÉTRO SPORT D'ARMORIQUE,email: arsa29@orange.fr
AMERICAN BREIZH CAR,29600 Plourin-les-Morlaix,06 71 00 37 06,contatc@americanbreizhcar.com,,http://www.americanbreizhcar.com,retrocalage,AMERICAN BREIZH CAR,tel: 0671003706
VANNES RETROMOBILE CLUB,56000 Vannes,06 07 13 14 85,associationvrc@gmail.com,,http://www.vannesretromobileclub.com,retrocalage,VANNES RÉTROMOBILE CLUB,email: associationvrc@gmail.com
AMICALE VEHICULES ANCIENS DU NINIAN,56120 Hellean,02 97 93 52 44,jean-yves.joubier@nordnet.fr,,,retrocalage,AMICALE DES VÉHICULES ANCIENS DU NINIAN,email: jean-yves.joubier@nordnet.fr
ANCIENS VÉHICULES D'ILE ET VILAINE,35000 Rennes,02 99 66 45 05,clubaviv@gmail.com,,https://avivasso.com,retrocalage,ANCIENS VÉHICULES D'ILLE-ET-VILAINE - AVIV,email: clubaviv@gmail.com
AMATEURS DE VEHICULES ANCIENS DU MORBIHAN,56260 Larmor-Plage,06 74 53 89 02,courant.francoise@wanadoo.fr,,,retrocalage,AMATEURS DE VÉHICULES ANCIENS DU MORBIHAN - AVAM,email: courant.francoise@wanadoo.fr
AMICALE DES BIELLES ANCIENNES,44500 La,07 84 91 50 15,aba44500@gmail.com,,http://www.amicaledesbiellesanciennes.fr,retrocalage,AMICALE DES BIELLES ANCIENNES,tel: 0784915015
VEHICULES D'EPOQUE DU MAINE,72100 Le,06 88 03 48 85,contact@clubvem.fr,,https://clubvem.fr,retrocalage,VÉHICULES D'ÉPOQUE DU MAINE - VEM,email: contact@clubvem.fr
TEUF TEUF DOUESSIN,49700 Doué-la-Fontaine,02 41 67 24 52,jpo49@orange.fr,,http://www.ttd49.com,retrocalage,TEUF TEUF DOUESSIN,email: jpo49@orange.fr
NOSTALGIE DES VIEUX VOLANTS,44400 Rezé,06 52 24 50 24,nostalgiedesvieuxvolants@gmail.com,,http://nostalgievieuxvolant.free.fr,retrocalage,NOSTALGIE DES VIEUX VOLANTS,tel: 0652245024
CLASSIC CAR DE LA COTE D'AMOUR,44500 La,02 40 24 04 04,jean.thobie@wanadoo.fr,,,retrocalage,CLASSIC CAR DE LA CÔTE D'AMOUR,tel: 0240240404
AUTO RETRO NANTES OCEAN,44330 Vallet,06 08 92 57 76,arnonantes@hotmail.com,,http://arnonantes.free.fr,retrocalage,AUTO RÉTRO NANTES OCÉAN,email: arnonantes@hotmail.com
