nom,adresse,telephone,email,representant,site,source
AMICALE BIGNAN,59117 Wervicq-Sud - France,03 20 23 10 16,pascal.rousselle3@wanadoo.fr,,,lva-auto
AMICALE BNC,94260 Fresnes - France,06 86 45 56 47,amicale.bnc@free.fr,Pdt et Trés. : Xavier Dufresnoy ; Vice-Pdt : Alain Netter ; Secrét. et Web. : Didier Deffrasnes ; Délégué rég. parisienne : Xavier Dufresnoy ; Délégué rég. Nord-Est et pays limitrophes : Jean-Bernard Fritz ; Délégué rég. Ouest : Christi,https://sites.google.com/view/amicalebnc,lva-auto
AMICALE CABRIOLETS ANCIENS ET MODERNES FRANCE - ACAM,69960 Corbas - France,,acam.france@gmail.com,Pdt : Daniel Rossi ; Trés. : Thierry Bolliand ; Secrét. : Pascal Badol,,lva-auto
AMICALE CG,68800 Rammersmatt - France,06 06 64 27 24,claudeboeglin@wanadoo.fr,Pdt : Claude Boeglin ; Vice-Pdt : Bernard Piguet ; Trés. : Alain Dupont ; Comm. : Alain Dupont,http://www.amicale-cg.fr,lva-auto
AMICALE CITROBERRY,18220 Sainte-Solange - France,06 84 74 64 00,p.g.bouzique@wanadoo.fr,"Pdt : Gilles Bouzique ; Trés. : Jean-Patrick Grousset ; Secrét. : Martine Allezard ; Resp. web et ""Chevronné"" : Frédéric Lebeault",http://www.citroberry.fr,lva-auto
AMICALE CITROËN DE BORDEAUX - ABTAC,33610 Cestas - France,06 43 39 32 81,acb.abtac@free.fr,Pdt : Bruno Reinach ; Trés. : F. Reinach ; Secrét. : L. Escourrou,,lva-auto
AMICALE CITROËN DES 10 HP,25480 École-Valentin - France,06 86 90 38 95,amicale@citroen10hp.com,,http://www.citroen10hp.com,lva-auto
AMICALE CITROËN ET DS FRANCE,89130 Toucy - France,06 14 79 04 70,contact@amicaledesclubscitroen.fr,Pdt : Alain Thuret ; Vice-Pdt : Joël Landeroin ; Trés. : Philippe Jouanny ; Secrét. : Bruna Chanel et Régis Guyot ; Com. : Marc Louvigné,https://amicaledesclubscitroenetdsfrance.com,lva-auto
AMICALE CITROEN INTERNATIONALE - ACI,75017 Paris - France,,president@amicale-citroen-internationale.org,,http://www.amicale-citroen-internationale.org,lva-auto
AMICALE CITROEN VAUCLUSIENNE - ACV,84800 L'Isle-sur-la-Sorgue - France,06 22 72 50 31,axel84@orange.fr,Pdt : Ãric Bouher ; Trés. : Philippe Dumont,http://acv84.perso.neuf.fr/,lva-auto
AMICALE CREUSOISE DE VÉHICULES D'ÉPOQUE - ACVE 23,23250 Sardent - France,06 20 22 31 61,infos@acve23.com,Pdt : Gérard Riboulet ; Vice-Pdt : Jean-Claude Poulain ; Trés. : Christine Thiebot ; Secrét. : Annick Mantonnier,http://www.acve23.com,lva-auto
AMICALE D.B,46300 Gourdon - France,05 65 41 02 32,34b11950@orange.fr,,http://www.amicaledb.fr,lva-auto
AMICALE DE DION-BOUTON ET MARQUES ASSOCIÉES,33490 Saint-Martin-de-Sescas - France,05 56 62 73 19,de.dion-bouton@orange.fr,Pdt : René Ville ; Trés. : Jean-Pierre Patrie ; Secrét. : Bernard Pauly,http://www.dedionbouton.fr,lva-auto
AMICALE DE VÉHICULES ANCIENS,82400 Valence-d'Agen - France,,ava.valence82@orange.fr,Pdt : Alain Loubières ; Trés. : Sylvain Brengues ; Secrét. : Michèle Lolmede,http://ava-valence-82.fr,lva-auto
AMICALE DE VÉHICULES ANCIENS DE MARSILLARGUES - AVAM,34590 Marsillargues - France,06 03 18 17 08,avammarsillargues@gmail.com,Pdte : Magali Bianco ; Vice-Pdt : Michel Neel ; Secrét. : Alain Lemonnier,http://avam.info,lva-auto
AMICALE DE VÉHICULES ANCIENS DU BOURBONNAIS,03290 Saint-Pourçain-sur-Besbre - France,04 70 42 01 73,,Pdt : Gérard Fille ; Trés. : Daniel Costil ; Secrét. : Françoise Fille,,lva-auto
AMICALE DENIS PAPIN,31810 Vernet - France,06 34 17 70 12,a.d.p.amicaledenispapin@orange.fr,"Pdt : Louis Arnaud ; Vice-Pdts : Edgard Marty et Paul Arnaune ; Secrét. : Jean-Pierre Mestriner ; Trés. : Ãlian Fougère, Paul-Louis Rouganiou ; Salon MRA : Michèle Calvet",http://www.amicaledenispapin.com,lva-auto
AMICALE DES AMATEURS D'AUTOMOBILES ANCIENNES - A3A,69006 Lyon 6 - France,06 88 90 04 78,epoquauto@les3a.com,Pdt : Pierre Desmerger,http://www.les3a.com,lva-auto
AMICALE DES AMATEURS DE VÉHICULES ANCIENS DE BARJOLS - AAVA,83670 Barjols - France,04 94 77 21 62,aava.barjols@gmail.com,Pdt : A. Tornato ; Secrét. : F. Sarrazin ; Trés. : Y. Pigliapocchi,,lva-auto
AMICALE DES AMATEURS DE VÉHICULES D'ÉPOQUE ET DE COLLECTION - AVEC,72700 Allonnes - France,06 10 21 36 94,clubavec72@gmail.com,Pdt : Jacques Neveu ; Trés. : Jean-Claude Leguy ; Secrét. : Caroline Gaudemer,http://www.clubavec72.fr,lva-auto
AMICALE DES AUTOMOBILES POPULAIRES 50/70,91170 Viry-Châtillon - France,06 89 34 57 79,aap5070@sfr.fr,Pdt : Jean-Michel Houssais ; Vice-Pdt : Dominique Déjardin ; Trés. : Rolland Boyer ; Secrét. : Alain Chaise ; Resp. logistique : Stéphane Courtois ; Resp. logistique adj. : Jean-Paul Madelrieux,http://www.amicaleautospopulaires5070.com,lva-auto
AMICALE DES BELLES BAGNOLES BRAYONNES,76270 Neufchâtel-en-Bray - France,06 24 71 43 97,xdehedin@wanadoo.fr,Pdt : Xavier Dehedin ; Vice-Pdt : Michel Bellengreville ; Trés. : Gaèle Benard ; Secrét. : Janine Durieu et Michel Boucher ; Resp. Com. : Thierry Radiguet,,lva-auto
AMICALE DES BIELLES ANCIENNES,44500 La Baule - France,07 84 91 50 15,aba4450@gmail.com,Pdt : Cyrille Warin ; Vice-Pdt : Pascal Richeux ; Trés. : Bernard Bureau ; Secrét. : Karen Abram,http://www.amicaledesbiellesanciennes.fr,lva-auto
AMICALE DES BIELLES COMMINGEOISES,31800 Saint-Gaudens - France,06 81 96 24 47,abc.automoto31@gmail.com,Guy Senges,http://www.abc-saintgaudens.fr,lva-auto
AMICALE DES BLOCS FÊLÉS,72240 Ruillé-en-Champagne - France,02 43 20 72 64,,Pdt : Olivier Mahe ; Trés. : Jean-Claude Cavaliere ; Secrét. : Didier Timon,,lva-auto
AMICALE DES MÉCANIQUES ANCIENNES SÈVRE ET THOUET,79200 Parthenay - France,05 49 64 28 56,ama.niort@orange.fr,Pdt : Bertrand Chaigne,http://amaniort79.org,lva-auto
AMICALE DES MERCEDES W 124,78360 Montesson - France,,administration@w124.org,Pdt : Marc Orlu ; Vice-Pdt : Frédéric Varain ; Trés. : Sylvain Pasquet ; Secrét. et Web : Jean-Manuel Gutierrez,http://www.w124.org,lva-auto
AMICALE DES PASSIONNÉS DE VÉHICULES ANCIENS - APVA 86,86000 Poitiers - France,06 66 85 60 85,contact@apva86.org,Pdt : Henri Babuchon ; Vice-Pdte et Secrét. : Nathalie Braconnier ; Trés. : Stéphanie Baudry ; Relation adhérent et non adhérent : François Lestrade ; La Gazette : Dominique Deschatres,http://www.apva86.org,lva-auto
AMICALE DES PROPRIÉTAIRES DE VÉHICULES ANCIENS - APVA,54110 Varangéville - France,03 83 45 42 49,dominique545539@gmail.com,Pdt : Dominique Thiebaud ; Vice-pdt. : Jean-Louis Humblot ; Secrét. : Camille Mathieu,,lva-auto
AMICALE DES PROPRIÉTAIRES DE VÉHICULES ANCIENS DU GTINAIS - AVAG 91710,91710 Vert-le-Petit - France,06 74 71 76 74,avag91710@gmail.com,Contact : Gaëlle Taillandier,,lva-auto
AMICALE DES VÉHICULES ANCIENS DE CHEVIGNY-ST-SAUVEUR - AVAC,21800 Chevigny-Saint-Sauveur - France,06 44 89 37 26,jean-marc.boillet@sfr.fr,Pdt : Alain Pensier : Trés. : Martine Boillet ; Secrét. : Jean-Marc Boillet,http://www.club-avac.fr,lva-auto
AMICALE DES VÉHICULES ANCIENS DE GAILLAC - AVAG,81600 Gaillac - France,06 28 36 12 43,avag81@orange.fr,Pdt : Daniel Rémy-Carol ; Vice-Pdt : Alain Dias ; Trés. : Claude Dubourdieu ; Trés. adj. : Christophe Prat ; Secrét. : Régis Cebe ; Secrét. adj. : Serge Bouillaguet ; Communication : Brigitte Rémy-Carol,http://www.avag81.com,lva-auto
AMICALE DES VÉHICULES ANCIENS DES SORINIÈRES - AVAS,44840 Les Sorinières - France,,avas.sorinieres@gmail.com,Pdt : Jean-Luc Mathé ; Trés. : Pierre Blond ; Secrét. : Ghislain Lavaud,http://avas44.free.fr,lva-auto
AMICALE DES VÉHICULES ANCIENS DU BOCAGE - AVAB,85590 Les Epesses - France,06 10 89 23 18,robin.pierrephi@robindecoupe.com,Pdt : Pierre-Philippe Robin ; Trés. : Daniel Moreau ; Secrét. : Claude Graveleau,,lva-auto
AMICALE DES VÉHICULES ANCIENS DU NINIAN,56120 Helléan - France,,jean-yves.joubier@nordnet.fr,Pdt : Jean-Yves Joubier ; Vice-Pdt : Lionel Guillemaud ; Trés. : Frédéric Joubier ; Secrét. : Jean-Michel Jaslet,,lva-auto
AMICALE DES VÉHICULES ANGLAIS - AVA,49080 Bouchemaine - France,06 14 98 57 83,secretaire.ava@gmail.com,Pdt : Alain Lefaucheux ; Vice-Pdt : Nadine Frot ; Trés. : Franck Moreau ; Secrét. : Jean-Pierre Hémery,http://amicaleava.fr,lva-auto
AMICALE DES VIEILLES BIELLES CHATILLONNAISES,58110 Châtillon-en-Bazois - France,06 45 86 09 90,stephdebre819@gmail.com,Pdt : Stéphane Debré ; Trés. : Julien Baroin ; Secrét. : Sylvaine Debré,,lva-auto
AMICALE DES VIEILLES ROUES DU VAL DE LOIRE,41350 Vineuil - France,06 85 67 97 98,jodariquin@hotmail.fr,Pdt : Joël Riquin ; Vice-Pdt : Alain Hilary ; Trés. : Sylvie Marchina ; Trés. adj. : Bernard Renou ; Secrét. : Lucile Verneuil,,lva-auto
AMICALE DES VIEILLES SOUPAPES ALENÇONNAISES,61000 Alençon - France,02 33 31 00 95,boismabon@gmail.fr,Pdt : Patrick Baillet ; Vice-Pdt : Jean-René Clech ; Trés. : Yves Berthelot ; Secrét. : Jean-Bernard Aubry,http://avsa61000.fr,lva-auto
AMICALE DES VIEUX CARBUS,29900 Concarneau - France,02 98 94 75 96,amicalevieuxcarbus@wanadoo.fr,Pdt : Alain Schohn,http://amicaledesvieuxcarbus.weebly.com,lva-auto
AMICALE DES VIEUX PISTONS D'ARMOR,22490 Plouër-sur-Rance - France,06 14 15 69 71,ber.andlauer@gmail.com,Pdt : Bertrand Andlauer ; Trés. : Béatrice Lorre ; Secrét. : Carole Silard,,lva-auto
AMICALE DES VIEUX PISTONS JAVRONNAIS - AVPJ,53250 Madré - France,07 84 92 89 01,avpj@orange.fr,Pdt : Michel Courtois ; Secrét. : Virginie Pelé,,lva-auto
AMICALE DES VIEUX VOLANTS,76500 Elbeuf - France,06 08 88 13 35,jacqueslesourd@sfr.fr,Pdt : Pierrick Toczé ; Trés. : Jacques Blondeau ; Secrét. : Jacques Lesourd,,lva-auto
AMICALE DES VIEUX VOLANTS D'ILE-DE-FRANCE,78440 Porcheville - France,01 34 79 62 25,avvif@wanadoo.fr,,,lva-auto
AMICALE DES VIL'S BRODEQUINS,93800 Épinay-sur-Seine - France,06 22 61 62 74,vilsbrodequins@yahoo.com,Pdt : Denis Redon ; Trés. : Marie-Véronique Redon ; Secrét. : Andrée David,http://vilsbrodequins.hautetfort.com/,lva-auto
AMICALE DES VOITURES ANCIENNES DE HAMBACH ET ENVIRONS,57910 Hambach - France,03 87 98 05 81,,Pdt : Jean-Paul Spieles ; Vice-Pdt : Denis Humbert ; Secrét. et Webmaster : Patricia Zender ; Secrét. adj. : Dominique Nisi ; Trés. : Chantal Herbeth ; Trés. adj. : Alexis Spieles ; Assesseurs : Christiane Kilian et Alain Kissel,http://www.avahe.com,lva-auto
AMICALE DOLOMITE SPRINT,31310 Montesquieu-Volvestre - France,06 66 76 77 97,dolomitesprintclub@orange.fr,Pdt : Daniel Dussault,,lva-auto
AMICALE DU CAMION BERNARD,77515 Pommeuse - France,01 64 20 76 50,,Pdt : Pierre Raffin,http://www.amicalecamionbernard.e-monsite.com,lva-auto
AMICALE DU CENTRE DES AMATEURS DE VÉHICULES D'ÉPOQUE - ACAVE,45140 Ingré - France,06 87 50 45 03,lepretre.bernard1@gmail.com,Pdt : Bernard Leprêtre ; Vice-Pdt. : Pascal Harry ; Trés. : Dominique Chalançon ; Secrét. : Marie-Claire Lebrun,,lva-auto
AMICALE DU TRACTEUR RENAULT,72027 Le Mans Cedex 2 - France,06 80 21 04 86,atreno@atr-agri.com,Pdt : Bernard Jaunay ; Trés. : Michel Chasseray ; Secrét. : Jacques Dawson,http://www.atr-agri.com,lva-auto
AMICALE FACEL VEGA,75008 Paris 8 - France,,info@amicale-facel-vega.fr,Pdt : Gérard Dufour ; Trés. : Xavier Lesieur ; Secrét. : Ãlisabeth Besnard ; Rallyes et dél. rég. : Claude Campionnet ; Proj. spéc. : Denis Girod ; Patrimoine : Bruno David ; Pièces : Marc Zellner ; Numérique : Jean-Daniel Valy,https://www.amicale-facel-vega.fr/,lva-auto
AMICALE FLORIDE ET CARAVELLE,93360 Neuilly-Plaisance - France,,vernizeau.denis@free.fr,Pdt : Denis Vernizeau,http://vernizeau.denis.free.fr,lva-auto
AMICALE FROUZINOISE AUTO-MOTO ANCIENNES,31270 Frouzins - France,,amicale.frouzinoise@orange.fr,Pdt : Xavier Ducasse ; Trés. : Dominique Catala ; Secrét. : Anne-Marie Labeur,http://www.amicalefrouzinoise.fr,lva-auto
AMICALE GORDINI,75016 Paris - France,01 45 24 45 48,christian-c-huet@numericable.fr,Pdt : Christian Huet,,lva-auto
AMICALE IDÉALE DS,37700 Saint-Pierre-des-Corps - France,,amicale@ideale-ds.com,Pdt : Dominique Hok ; Trés. : Valentin Josse,http://www.ideale-ds.com,lva-auto
AMICALE JAGUAR AQUITAINE,33700 Mérignac - France,05 56 24 33 79,fredcecchi@club-internet.fr,Pdt : Frédérique Cecchi ; Vice-Pdt : Béatrice Haudouin ; Secrét. : Marie-Françoise Gerardin,http://www.amijag.asso.fr,lva-auto
AMICALE JAGUAR DE FRANCE,77400 Lagny-sur-Marne - France,06 32 47 35 11,godard.christian@yahoo.fr,Pdt : Christian Godard ; Vice-Pdt : Chantal Cheuvreux ; Trés. : Ãric Vie ; Secrét. : Dominique Baillard,http://www.ajdf.fr,lva-auto
AMICALE L'AUTOMOBILE 86 - LA JANTE À ÉTOILE,86390 Lathus-Saint-Rémy - France,06 25 47 40 61,info@lajanteaetoile.fr,Pdt : Louis Péricard ; Trés. : J. Germaneau,https://lajanteaetoile.fr,lva-auto
AMICALE LE SNYULE DE LA VALLÉE VERTE,74420 Saint-André-de-Boëge - France,06 71 31 23 81,snyule74@gmail.com,Pdt : Hervé Bosson,http://www.perso.orange.fr/snyuleautoretro,lva-auto
AMICALE LES AUT'ANTIQUES DES VALLÉES CHARENTAISES,16350 Champagne-Mouton - France,06 42 18 20 88,francis.gasseling@hotmail.fr,Contact : Francis Gasseling,https://autantiques.wordpress.com,lva-auto
AMICALE LES DÉJANTÉS EN UBAYE,04530 La Condamine-Châtelard - France,06 10 83 38 96,juvamonde@gmail.com,,http://les-mamies-roulantes-en-ubaye.e-monsite.com/,lva-auto
AMICALE LES PASSIONNÉS DU LION,47190 Aiguillon - France,06 09 79 55 17,lespassionnesdulion@orange.fr,Pdt : Francis Amiel ; Secrét. : Véronique Lapeze,,lva-auto
AMICALE LOCOMOTION,77390 Crisenoy - France,06 25 58 09 74,amicale-locomotion@orange.fr,Pdte : Catherine Morawski ; Trés. : Michèle Foizy,,lva-auto
AMICALE MATRA 530,78000 Versailles - France,06 33 65 60 93,president@amicale-matra530.com,Pdt : Christian Magnanou ; Vice-Pdt : Philip Besson ; Secrét. : Denis Majou ; Trés. : Jacques Rrobert ; Boutique pièces : Daniel Morizo ; Refabrications : Yves Nilion ; Boutique textiles : Sylvie Lete,http://www.amicale-matra530.fr,lva-auto
AMICALE MORRIS MINOR FRANCE,46700 Duravel - France,05 65 30 80 49,morrisminorfrance@neuf.fr,Pdt : Chris Hall ; Trés. et Secrét. : Mary Hall,,lva-auto
AMICALE MOTOCARS,27180 Arnières-sur-Iton - France,06 07 77 62 17,claude@lebihan.name,Pdt : Claude Le Bihan,,lva-auto
AMICALE NOSTALGIQUE DES TACOTS DE L'ALSACE DU NORD,67480 Auenheim - France,06 07 96 73 18,florian.beillard@wanadoo.fr,Pdt : Florian Beillard ; Vice-Pdt : Patrick Lohr ; Trés. : Jean-Philippe Wohlhutter ; Secrét. : Brigitte Lohr,http://amicale-antan.fr,lva-auto
AMICALE PACKARD FRANCE,35720 Pleugueneuc - France,02 99 69 48 47,charles.delorgeril@wanadoo.fr,Pdt : Charles de Lorgeril ; Trés. : Thibaut de Brosses ; Secrét. : Caroline de Lorgeril,,lva-auto
AMICALE PANHARD SUD-OUEST,31470 Sainte-Foy-de-Peyrolières - France,06 29 71 34 43,christian.peres@hotmail.fr,Pdt : Christian Pérès ; Trés. : Christian Barcelo,,lva-auto
AMICALE PASSION RENAULT 5,59226 Rumegies - France,,passion.renault5@gmail.com,,http://www.renault-5.net,lva-auto
AMICALE PATRIMOINE AUTOMOBILE - APA CÔTE BLEUE,13500 Martigues - France,06 75 07 53 71,vin100lefebvre@orange.fr,Pdt : Christophe Imbert ; Trés. : Vincent Lefebvre ; Secrét. : Stéphane Bouissou,,lva-auto
AMICALE PORSCHE 356 GEX-LÉMAN,01280 Prévessin-Moëns - France,04 50 40 58 24,javamartin@wanadoo.fr,,http://www.356gex.blogspot.com,lva-auto
AMICALE R15 ET R17,54620 Bazailles - France,06 78 17 30 95,secretaire-amicale.r15.r17@orange.fr,Pdt : Jean-Marc Clesse ; Trés. : Ludovic Langrand ; Secrét. : Michel Bizet,http://www.amicaler15r17.fr,lva-auto
AMICALE RENAULT 16,77400 Pomponne - France,06 72 11 43 96,amicale.r16@gmail.com,Pdt : Jacky Bertin ; Vice-Pdt : Christophe Delu ; Trés. : Hervé Zochowski ; Secrét. : Laurent Lamat ; Secrét. adj. : Jean-Philippe Patereck et Rolland Boyer,http://www.amicale-r16.com,lva-auto
AMICALE RÉTRO LOCOMOTION DU PAYS CHATELLERAUDAIS,86100 Châtellerault - France,06 43 55 33 43,arlpc.asso@gmail.com,Pdte : Françoise Pinon ; Vice-Pdt : Didier Faucheux ; Trés : Mireille Bachelier ; Secrét : Marianne Pinon ; Communication : Christian Chaumont,,lva-auto
AMICALE RÉTRO NIVERNAISE - ARN,58660 Coulanges-lès-Nevers - France,06 74 25 45 30,sylvie.lelonge@orange.fr,Pdte : Sylvie Lelonge ; Vice-Pdte : Pascale Dollet ; Secrét. : Françoise Tholle ; Trés. : Franck Blancher ; Trés. adj. : Marie Galluccio ; Resp. du blog : Damien Dollet,,lva-auto
AMICALE RÉTRO PASSION AUTO,80000 Amiens - France,06 62 50 35 92,retropassionauto@free.fr,Pdt : Claude Marion ; Secrét. : Françoise Jullien,http://www.retropassionauto.net,lva-auto
AMICALE RÉTRO PEUGEOT ATLANTIQUE - ARPA,44230 Saint-Sébastien-sur-Loire - France,06 78 66 69 69,president@arpaouest.org,Pdt : Philippe Martinez ; Vice-Pdt : Pascal Ricard ; Trés. : Jean Aubin ; Trés. adj. : Adrien Lemoal ; Secrét. : Laurent Marteau ; Secrét. adj. : Geoffrey Couton,http://www.arpaouest.org,lva-auto
AMICALE ROCHELAISE DE VÉHICULES ANCIENS - ARVA,17000 La Rochelle - France,06 51 21 41 85,secretariat.arva@gmail.com,Pdt : Bernard Meunier ; Trés. : Philippe Lapinte ; Secrét. : Sylvie Rivier,http://arva17.fr,lva-auto
AMICALE ROCHET-SCHNEIDER - A.R.S.,69230 Saint-Genis-Laval - France,07 81 69 21 61,amicalerochetschneider@gmail.com,Pdt : Cyrille Baverey ; Secrét. : Vincent Targe ; Trés. : Luc Chabanne,,lva-auto
AMICALE SALMSON,77430 Champagne-sur-Seine - France,06 88 05 14 02,secretaire@amicale-salmson.org,Pdt : Christophe Bernard ; Vice-Pdt : Jean-Jacques Pinot ; Secrét. : Jean-Noël Hermanowicz ; Trés. : Rosaline Fouquereau,http://www.amicale-salmson.org,lva-auto
AMICALE SOCIÉTÉ FRANÇAISE VIERZON,94260 Fresnes - France,,amicalesfv@aol.com,,http://www.amicalesocietefrancaisevierzon.com,lva-auto
AMICALE SPITFIRE,68320 Kunheim - France,,jlgambet@free.fr,"Pdt : Jean-Luc Gambet ; Vice-Pdt : Martine Morela ; Secrét. : Franck Louveau ; Trés. : Jean-Claude Cornet ; Trés. adj. : Alain Doucet ; Administrateurs : Michel Malartre, Jean-Pierre Bizouard, Guy Ollinger et Emmanuel Ploton",http://www.amicalespitfire.org,lva-auto
AMICALE STUDEBAKER,49630 Mazé-Milon - France,,contact@amicalestudebaker.fr,"Pdt : Gérard Chapuis ; Vice-Pdts : Bernard Hauvile, Jean Claude Legros et Jean Louis Pelletier ; Trés. : Philippe Petitbon ; Secrét. : Thierry Le Borgne ; Secrét. adj. : Bernard Vezin",http://www.amicalestudebaker.fr,lva-auto
AMICALE TARBES AUTO RÉTRO,65430 Soues - France,06 70 26 16 62,atar65@orange.fr,Pdte : Nicole Barre ; Trés. : Laurent Jacquet ; Secrét. : Claude Cames,http://atar65.canalblog.com/,lva-auto
AMICALE TRACTION CAUCHOISE,76170 La Trinité-du-Mont - France,06 60 34 81 72,amicale.traction.cauchoise@gmail.com,Pdt : Marc Dubocage ; Trés. : Jean Laugeois ; Secrét. : Catherine Dubocage,http://www.amicale-traction-cauchoise.fr,lva-auto
AMICALE TRACTION MARAIS POITEVIN,79370 Thorigné - France,05 49 73 98 92,daniel.dagois@orange.fr,Pdt : Francis Brochard ; Vice-Pdt : Jean-Claude Chaignon ; Trés. : Pierrette Boisseau ; Secrét. : Francis Brochard et Annie Barret,http://www.atmp.free.fr - francismf.brochard@wanadoo.fr,lva-auto
AMICALE TRICYCLECARISTE DE FRANCE,37160 Buxeuil - France,06 07 56 84 75,president@tricyclecaristes.fr,Pdt : Philippe Abonyi ; Vice-Pdt : Charles-Emmanuel Blanchet ; Trés. : Edwige Lecornu ; Secrét. : Isabelle Bracquemond,https://www.tricyclecaristes.fr,lva-auto
AMICALE VÉHICULES ANCIENS LE BOURGET-DU-LAC-BOURDEAU,73290 La Motte-Servolex - France,06 69 01 87 61,contact@avablb.com,Pdt : Philippe Jouffrieau ; Vice-Pdt : Maurice Gros ; Trés. : Stéphane Bouchenoir ; Trés. adj. : Jean-Loup Monbeig ; Secrét. : Mylène Brochon ; Secrét. adj. : Claude Pertinant,http://avablb.com,lva-auto
AMICALE VÉHICULES D'ÉPOQUE CENTRE ALSACE - AVECA,67390 Ohnenheim - France,06 05 94 16 29,gilbertschmitt@free.fr,Pdt : Gérard Fehrenbach ; Vice-Pdt : Claude Schaeffer : Trés. : Anita Spiegel ; Secrét. : Dominique Flecher,http://www.auto-retro.org,lva-auto
AMICALE VENDEUVRE,45700 Pannes - France,06 76 52 36 66,association@amicalevendeuvre.com,Pdt : Christian Pinon ; Trés. : Jean-Pierre Cadoux ; Secrét. : Jean-Pierre Bouquet,http://www.amicalevendeuvre.com,lva-auto
AMICALE XJ,51420 Cernay-lès-Reims - France,,tidji62@free.fr,Pdt : Laurent Mahe ; Secrét. : Didier Storne ; Trés. : Jean-Pierre Garot,http://www.amicalexj.com,lva-auto
AMICLUB DE FRANCE,66000 Perpignan - France,06 87 41 52 96,contact@amiclubdefrance.net,Pdte : Bruna Chanet-Olive ; Vice-Pdt : Christophe Dupuis ; Secrét. : Lionel Miquet-Trois-Valets ; Secrét. adj. : Bernard Pillu ; Trés. : Laurent Chamoin ; Trés. adj. : Philippe Martigny,http://www.amiclubdefrance.net,lva-auto
AMILCAR CERCLE PÉGASE,21200 Chorey-les-Beaune - France,,cercle@amilcar.net,Pdt : Michel Marteling ; Trés. : Muriel Beauquenne ; Secrét. : Françoise Cognet,http://www.amilcar.net,lva-auto
AMIS DES ANCIENNES MÉCANIQUES,18200 Saint-Amand-Montrond - France,02 48 61 00 09,patrick.rousselet@neuf.fr,Pdt : Patrick Rousselet,http://amisdesanciennesmecaniques18.fr,lva-auto
AMIS DES DAMIERS SUR L'ANNEAU,59670 Cassel - France,03 28 40 59 24,lesdamiers@wanadoo.fr,Pdt : Christophe Pund ; Vice-Pdt : Hugues Charrier,,lva-auto
AMIS DES VOITURES ANCIENNES - AVA,34250 Palavas-les-Flots - France,06 75 80 60 58,gerardduchene@gmail.com,Pdt : Gérard Duchêne ; Trés. : Gérard Duchêne,http://amisdesvoituresanciennes.com,lva-auto
AMIS VÉHICULES RÉTRO - AVR,82000 Montauban - France,05 63 67 88 09,avr.negrepelisse@orange.fr,Pdt : Roland Pinchaud ; Trés. : Nicole Pinchaud,,lva-auto
AMITRAM,59873 Marquette-lez-Lille Cedex - France,03 28 38 84 21,contact@amitram.asso.fr,Pdt : Christophe Meurisse ; Vice-Pdt ; Bernard Lepla ; Trés. : Francis Antoine Lestienne,http://www.amitram.fr,lva-auto
ANCIENNES AUTOMOBILES AJACCIENNES,20090 Ajaccio - France,06 14 29 40 97,michel.boronat@club3a.fr,Pdt : Joseph Tricanti ; Vice-Pdt : Michel Boronat ; Trés. : Chantal Sicart ; Secrét. : Henri Alamercery,http://www.club3a.fr,lva-auto
