id,nom,adresse,telephone,email,bureau,site_internet,lien
C44,AMERICAN FEELING CAR CLUB,31270 Frouzins - France,06 69 22 30 76,31americanfeeling@gmail.com,Pdt : André Palis ; Vice-Pdt : Hervé Techeyne ; Secrét. : Fred Dunal ; Trés. : Jean-François Thepenier,http://www.ameling31.com,https://www.lva-auto.fr/annuaire.detail.php?id=C44&idCategorie=C
C1110,AMERISUD,64000 Pau - France,07 66 24 57 61,amerisud@sfr.fr,Pdt : Jean-Michel Douillard,http://www.amerisud.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1110&idCategorie=C
C2213,AMI DEUCH'80,80136 Rivery - France,06 59 30 68 68,amideuch80@yahoo.fr,Pdt : Patrick Charassain,http://www.amideuch80.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2213&idCategorie=C
C2218,AMI-DEUCHE CHALONNAIS,71100 Chalon-sur-Saône - France,06 12 13 91 92,ami-deuche-chalonnais@wanadoo.fr,Pdt : Michel Bresset,https://ami2cvchalonnais.jimdofree.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2218&idCategorie=C
C2477,AMIC4LE DE TOUR4INE,41230 Soings-en-Sologne - France,06 59 95 84 41,contact.amicaledetouraine@gmail.com,Pdt : Frédéric Odier ; Trés. : Isabelle Brossard ; Secrét. : Isabelle Brossard,http://amic4ledetour4ine.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2477&idCategorie=C
C1881,AMICAL MOTOR CLUB DE GRASSE,06750 Caille - France,06 60 57 72 05,adrien@prato06.fr,Pdt : Adrien Prato ; Trés. : Georges Chomeloux ; Secrét. : Danielle Borsotto,,https://www.lva-auto.fr/annuaire.detail.php?id=C1881&idCategorie=C
C1252,AMICALE 2 CV ALSACE,67760 Gambsheim - France,03 88 96 85 46,amicale.2cv.alsace@orange.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1252&idCategorie=C
C1362,AMICALE 203 FRANCHE-COMTÉ,25750 Semondans - France,03 81 93 42 91,amicale203fc@orange.fr,Pdt : Ãric Barthelat ; Vice-Pdt : Philippe Lamy,,https://www.lva-auto.fr/annuaire.detail.php?id=C1362&idCategorie=C
C588,AMICALE 203 PEUGEOT,95580 Margency - France,06 08 23 93 69,amicale203@outlook.fr,Pdt : Dominique Réveillère ; Trés. : Françoise Noret ; Secrét. : Francine Hérot,http://amicale-203.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C588&idCategorie=C
C47,AMICALE 203 PEUGEOT PAYS-DE-LOIRE,44230 Saint-Sébastien-sur-Loire - France,02 40 06 54 91,contact@amicale203-pdl.fr,Pdt : Frédéric Triou ; Trés. : Damien Coby Alsina ; Secrét. : Pascal Rageaud,http://www.amicale203-pdl.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C47&idCategorie=C
C48,AMICALE 203 PEUGEOT PROVENCE,30630 Goudargues - France,06 32 84 42 20,amicale203provence@gmail.com,Pdt : Ãric Blanc ; Trés. : Ãmile Mouret ; Secrét. : Marielle Brenier,,https://www.lva-auto.fr/annuaire.detail.php?id=C48&idCategorie=C
C2369,AMICALE 204-304,79210 Mauzé-sur-le-Mignon - France,,bureau@amicale-204-304.com,Pdt : Pierre Jullien ; Vice-Pdt : Jean-Pierre Deboichet ; Secrét. : Maxime Rouanet ; Trés. : Maryse Roux ; Newsletter : David Denis-Petit ; Salons : Sylvain Ascension ; Refab. : Pierre Madry,http://amicale-204-304.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C2369&idCategorie=C
C1429,AMICALE 4 CV 17,17610 Chaniers - France,05 46 93 66 86,yves.olivre@gmail.com,Pdt : Yves Olivré ; Vice-Pdt : Alain Gayau ; Trés. : Jacques Lefevre ; Secrét. : Yvelise Lefebvre,http://www.amicale4cv.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1429&idCategorie=C
C2430,AMICALE 5 HP CITROËN,45640 Sandillon - France,06 78 13 22 68,amicale5hp@free.fr,Pdt : Jean-Pierre Roland ; Trés. : Joël Robiteau ; Secrét. : Isabelle Brunet,http://amicale5hp.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2430&idCategorie=C
C50,AMICALE 504,92120 Montrouge - France,,secretaire@amicale504.com,Pdt : Olivier Merville ; Vice-Pdt : Frédéric Eude ; Trés. : Jean-François Le Moing ; Secrét. : Thomas Le Chatelier,http://www.amicale504.com,https://www.lva-auto.fr/annuaire.detail.php?id=C50&idCategorie=C
C52,AMICALE ABARTH,51210 Corrobert - France,06 09 55 47 95,,Pdt : A. Sassénus ; Vice-Pdt : J.-J. de Galkowski ; Pdt d'honneur : Mme Abarth ; Trés. : N. Larose ; Conseiller tech. : D. Fortin ; Com. sportif : Y. Vesco,,https://www.lva-auto.fr/annuaire.detail.php?id=C52&idCategorie=C
C66,AMICALE ALPINE RENAULT DU CHER - AARC,18000 Bourges - France,07 71 05 20 79,aarc18000@orange.fr,Pdt : Jack Defaix,http://aarc.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C66&idCategorie=C
C54,AMICALE ALSACIENNE DE VOITURES D'ÉPOQUE - AAVE,67520 Kuttolsheim - France,06 13 98 59 12,a.a.v.e@orange.fr,Pdt : Pascal Ecki ; Vice-Pdts : Jean-Jacques Knipper et Alexandre Mittel ; Trés. : Patrick Rihn ; Secrét. : Pascale Jacob,http://www.aave-strasbourg.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C54&idCategorie=C
C2049,AMICALE ANCIENNES AUTOS ET MOTOS DES DEUX-SÈVRES - 3AM79,79370 Celles-sur-Belle - France,06 65 27 52 84,club3am79@gmail.com,Pdt : Ãric Guérin ; Trés. : Catherine Remande ; Secrét. : Nicolas Moinard,,https://www.lva-auto.fr/annuaire.detail.php?id=C2049&idCategorie=C
C1139,AMICALE ANDRÉ CITROËN DU SUD-OUEST - AACSO,65000 Tarbes - France,06 16 90 78 66,,Pdt : Marc Leborne ; Trés. : Patrick Ducournau ; Secrét. : Jean Robert,http://aacso.canalblog.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C1139&idCategorie=C
C597,AMICALE ANGEVINE DES AMOUREUX DES AUTOMOBILES ANCIENNES - 5A,49124 Saint-Barthélemy-d'Anjou - France,,club.lecinqa@free.fr,Pdte : Véronique Frayard ; Secrét. : Antoine Ramond ; Trés. : Lucien CHEVREUL,,https://www.lva-auto.fr/annuaire.detail.php?id=C597&idCategorie=C
C1532,AMICALE ANGLO-CABRIO-RENNAIS - AACR,35580 Baulon - France,06 38 41 69 89,contact@aacr.fr,Pdt : Yvon Rézé ; Trés. : Daniel Noyalet ; Secrét. : Jean-François le Febvrier ; Coordination sorties : Irène Noyalet,http://www.aacr.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1532&idCategorie=C
C56,AMICALE AUTO RÉTRO 33,33460 Cantenac - France,05 57 88 91 11,william.many@wanadoo.fr,Pdt : William Many ; Vice-Pdt : Serge Antonello ; Trés. : Guy Poirier ; Trés. adj. : Pierre Gouygoux,,https://www.lva-auto.fr/annuaire.detail.php?id=C56&idCategorie=C
C57,AMICALE AUTOMOBILE RISLOISE,27290 Appeville-Annebault - France,06 75 27 20 80,didier.lecesne@orange.fr,Pdt : Didier Lecesne ; Vice-Pdt : Richard Delaporte ; Trés. : Joël Plaisant ; Secrét. : Thierrry Stacul,,https://www.lva-auto.fr/annuaire.detail.php?id=C57&idCategorie=C
C1002,AMICALE AX CLUB FRANCE,91410 Richarville - France,06 34 47 03 15,amicaleaxclubfrance@gmail.com,Pdt : Cyrille Vallot,http://www.amicaleaxclubdefrance.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1002&idCategorie=C
C206,AMICALE BELLES ET BIELLES DE NORMANDIE,14320 May-sur-Orne - France,06 85 79 95 13,contact@bellesetbielles.fr,Pdt : Bruno Ziegler ; Vice-Pdt : Dominique Delbouille ; Secrét. et Trés. : Nadine Bazire,http://www.bellesetbielles.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C206&idCategorie=C
C1773,AMICALE BIGNAN,59117 Wervicq-Sud - France,03 20 23 10 16,pascal.rousselle3@wanadoo.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1773&idCategorie=C
C1112,AMICALE BNC,94260 Fresnes - France,06 86 45 56 47,amicale.bnc@free.fr,Pdt et Trés. : Xavier Dufresnoy ; Vice-Pdt : Alain Netter ; Secrét. et Web. : Didier Deffrasnes ; Délégué rég. parisienne : Xavier Dufresnoy ; Délégué rég. Nord-Est et pays limitrophes : Jean-Bernard Fritz ; Délégué rég. Ouest : Christi,https://sites.google.com/view/amicalebnc,https://www.lva-auto.fr/annuaire.detail.php?id=C1112&idCategorie=C
C2243,AMICALE CABRIOLETS ANCIENS ET MODERNES FRANCE - ACAM,69960 Corbas - France,,acam.france@gmail.com,Pdt : Daniel Rossi ; Trés. : Thierry Bolliand ; Secrét. : Pascal Badol,,https://www.lva-auto.fr/annuaire.detail.php?id=C2243&idCategorie=C
C60,AMICALE CG,68800 Rammersmatt - France,06 06 64 27 24,claudeboeglin@wanadoo.fr,Pdt : Claude Boeglin ; Vice-Pdt : Bernard Piguet ; Trés. : Alain Dupont ; Comm. : Alain Dupont,http://www.amicale-cg.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C60&idCategorie=C
C933,AMICALE CITROBERRY,18220 Sainte-Solange - France,06 84 74 64 00,p.g.bouzique@wanadoo.fr,"Pdt : Gilles Bouzique ; Trés. : Jean-Patrick Grousset ; Secrét. : Martine Allezard ; Resp. web et ""Chevronné"" : Frédéric Lebeault",http://www.citroberry.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C933&idCategorie=C
C61,AMICALE CITROËN DE BORDEAUX - ABTAC,33610 Cestas - France,06 43 39 32 81,acb.abtac@free.fr,Pdt : Bruno Reinach ; Trés. : F. Reinach ; Secrét. : L. Escourrou,,https://www.lva-auto.fr/annuaire.detail.php?id=C61&idCategorie=C
C1682,AMICALE CITROËN DES 10 HP,25480 École-Valentin - France,06 86 90 38 95,amicale@citroen10hp.com,,http://www.citroen10hp.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1682&idCategorie=C
C825,AMICALE CITROËN ET DS FRANCE,89130 Toucy - France,06 14 79 04 70,contact@amicaledesclubscitroen.fr,Pdt : Alain Thuret ; Vice-Pdt : Joël Landeroin ; Trés. : Philippe Jouanny ; Secrét. : Bruna Chanel et Régis Guyot ; Com. : Marc Louvigné,https://amicaledesclubscitroenetdsfrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C825&idCategorie=C
C538,AMICALE CITROEN INTERNATIONALE - ACI,75017 Paris - France,,president@amicale-citroen-internationale.org,,http://www.amicale-citroen-internationale.org,https://www.lva-auto.fr/annuaire.detail.php?id=C538&idCategorie=C
C2300,AMICALE CITROEN VAUCLUSIENNE - ACV,84800 L'Isle-sur-la-Sorgue - France,06 22 72 50 31,axel84@orange.fr,Pdt : Ãric Bouher ; Trés. : Philippe Dumont,http://acv84.perso.neuf.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C2300&idCategorie=C
C2680,AMICALE CREUSOISE DE VÉHICULES D'ÉPOQUE - ACVE 23,23250 Sardent - France,06 20 22 31 61,infos@acve23.com,Pdt : Gérard Riboulet ; Vice-Pdt : Jean-Claude Poulain ; Trés. : Christine Thiebot ; Secrét. : Annick Mantonnier,http://www.acve23.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2680&idCategorie=C
C344,AMICALE D.B,46300 Gourdon - France,05 65 41 02 32,34b11950@orange.fr,,http://www.amicaledb.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C344&idCategorie=C
C403,AMICALE DE DION-BOUTON ET MARQUES ASSOCIÉES,33490 Saint-Martin-de-Sescas - France,05 56 62 73 19,de.dion-bouton@orange.fr,Pdt : René Ville ; Trés. : Jean-Pierre Patrie ; Secrét. : Bernard Pauly,http://www.dedionbouton.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C403&idCategorie=C
C1545,AMICALE DE VÉHICULES ANCIENS,82400 Valence-d'Agen - France,,ava.valence82@orange.fr,Pdt : Alain Loubières ; Trés. : Sylvain Brengues ; Secrét. : Michèle Lolmede,http://ava-valence-82.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1545&idCategorie=C
C999,AMICALE DE VÉHICULES ANCIENS DE MARSILLARGUES - AVAM,34590 Marsillargues - France,06 03 18 17 08,avammarsillargues@gmail.com,Pdte : Magali Bianco ; Vice-Pdt : Michel Neel ; Secrét. : Alain Lemonnier,http://avam.info,https://www.lva-auto.fr/annuaire.detail.php?id=C999&idCategorie=C
C64,AMICALE DE VÉHICULES ANCIENS DU BOURBONNAIS,03290 Saint-Pourçain-sur-Besbre - France,04 70 42 01 73,,Pdt : Gérard Fille ; Trés. : Daniel Costil ; Secrét. : Françoise Fille,,https://www.lva-auto.fr/annuaire.detail.php?id=C64&idCategorie=C
C16,AMICALE DENIS PAPIN,31810 Vernet - France,06 34 17 70 12,a.d.p.amicaledenispapin@orange.fr,"Pdt : Louis Arnaud ; Vice-Pdts : Edgard Marty et Paul Arnaune ; Secrét. : Jean-Pierre Mestriner ; Trés. : Ãlian Fougère, Paul-Louis Rouganiou ; Salon MRA : Michèle Calvet",http://www.amicaledenispapin.com,https://www.lva-auto.fr/annuaire.detail.php?id=C16&idCategorie=C
C602,AMICALE DES AMATEURS D'AUTOMOBILES ANCIENNES - A3A,69006 Lyon 6 - France,06 88 90 04 78,epoquauto@les3a.com,Pdt : Pierre Desmerger,http://www.les3a.com,https://www.lva-auto.fr/annuaire.detail.php?id=C602&idCategorie=C
C133,AMICALE DES AMATEURS DE VÉHICULES ANCIENS DE BARJOLS - AAVA,83670 Barjols - France,04 94 77 21 62,aava.barjols@gmail.com,Pdt : A. Tornato ; Secrét. : F. Sarrazin ; Trés. : Y. Pigliapocchi,,https://www.lva-auto.fr/annuaire.detail.php?id=C133&idCategorie=C
C67,AMICALE DES AMATEURS DE VÉHICULES D'ÉPOQUE ET DE COLLECTION - AVEC,72700 Allonnes - France,06 10 21 36 94,clubavec72@gmail.com,Pdt : Jacques Neveu ; Trés. : Jean-Claude Leguy ; Secrét. : Caroline Gaudemer,http://www.clubavec72.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C67&idCategorie=C
C1832,AMICALE DES AUTOMOBILES POPULAIRES 50/70,91170 Viry-Châtillon - France,06 89 34 57 79,aap5070@sfr.fr,Pdt : Jean-Michel Houssais ; Vice-Pdt : Dominique Déjardin ; Trés. : Rolland Boyer ; Secrét. : Alain Chaise ; Resp. logistique : Stéphane Courtois ; Resp. logistique adj. : Jean-Paul Madelrieux,http://www.amicaleautospopulaires5070.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1832&idCategorie=C
C1662,AMICALE DES BELLES BAGNOLES BRAYONNES,76270 Neufchâtel-en-Bray - France,06 24 71 43 97,xdehedin@wanadoo.fr,Pdt : Xavier Dehedin ; Vice-Pdt : Michel Bellengreville ; Trés. : Gaèle Benard ; Secrét. : Janine Durieu et Michel Boucher ; Resp. Com. : Thierry Radiguet,,https://www.lva-auto.fr/annuaire.detail.php?id=C1662&idCategorie=C
C1718,AMICALE DES BIELLES ANCIENNES,44500 La Baule - France,07 84 91 50 15,aba4450@gmail.com,Pdt : Cyrille Warin ; Vice-Pdt : Pascal Richeux ; Trés. : Bernard Bureau ; Secrét. : Karen Abram,http://www.amicaledesbiellesanciennes.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1718&idCategorie=C
C1011,AMICALE DES BIELLES COMMINGEOISES,31800 Saint-Gaudens - France,06 81 96 24 47,abc.automoto31@gmail.com,Guy Senges,http://www.abc-saintgaudens.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1011&idCategorie=C
C1938,AMICALE DES BLOCS FÊLÉS,72240 Ruillé-en-Champagne - France,02 43 20 72 64,,Pdt : Olivier Mahe ; Trés. : Jean-Claude Cavaliere ; Secrét. : Didier Timon,,https://www.lva-auto.fr/annuaire.detail.php?id=C1938&idCategorie=C
C1918,AMICALE DES MÉCANIQUES ANCIENNES SÈVRE ET THOUET,79200 Parthenay - France,05 49 64 28 56,ama.niort@orange.fr,Pdt : Bertrand Chaigne,http://amaniort79.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1918&idCategorie=C
C1670,AMICALE DES MERCEDES W 124,78360 Montesson - France,,administration@w124.org,Pdt : Marc Orlu ; Vice-Pdt : Frédéric Varain ; Trés. : Sylvain Pasquet ; Secrét. et Web : Jean-Manuel Gutierrez,http://www.w124.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1670&idCategorie=C
C1898,AMICALE DES PASSIONNÉS DE VÉHICULES ANCIENS - APVA 86,86000 Poitiers - France,06 66 85 60 85,contact@apva86.org,Pdt : Henri Babuchon ; Vice-Pdte et Secrét. : Nathalie Braconnier ; Trés. : Stéphanie Baudry ; Relation adhérent et non adhérent : François Lestrade ; La Gazette : Dominique Deschatres,http://www.apva86.org,https://www.lva-auto.fr/annuaire.detail.php?id=C1898&idCategorie=C
C1326,AMICALE DES PROPRIÉTAIRES DE VÉHICULES ANCIENS - APVA,54110 Varangéville - France,03 83 45 42 49,dominique545539@gmail.com,Pdt : Dominique Thiebaud ; Vice-pdt. : Jean-Louis Humblot ; Secrét. : Camille Mathieu,,https://www.lva-auto.fr/annuaire.detail.php?id=C1326&idCategorie=C
C2690,AMICALE DES PROPRIÉTAIRES DE VÉHICULES ANCIENS DU GTINAIS - AVAG 91710,91710 Vert-le-Petit - France,06 74 71 76 74,avag91710@gmail.com,Contact : Gaëlle Taillandier,,https://www.lva-auto.fr/annuaire.detail.php?id=C2690&idCategorie=C
C1526,AMICALE DES VÉHICULES ANCIENS DE CHEVIGNY-ST-SAUVEUR - AVAC,21800 Chevigny-Saint-Sauveur - France,06 44 89 37 26,jean-marc.boillet@sfr.fr,Pdt : Alain Pensier : Trés. : Martine Boillet ; Secrét. : Jean-Marc Boillet,http://www.club-avac.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1526&idCategorie=C
C1607,AMICALE DES VÉHICULES ANCIENS DE GAILLAC - AVAG,81600 Gaillac - France,06 28 36 12 43,avag81@orange.fr,Pdt : Daniel Rémy-Carol ; Vice-Pdt : Alain Dias ; Trés. : Claude Dubourdieu ; Trés. adj. : Christophe Prat ; Secrét. : Régis Cebe ; Secrét. adj. : Serge Bouillaguet ; Communication : Brigitte Rémy-Carol,http://www.avag81.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1607&idCategorie=C
C2656,AMICALE DES VÉHICULES ANCIENS DES SORINIÈRES - AVAS,44840 Les Sorinières - France,,avas.sorinieres@gmail.com,Pdt : Jean-Luc Mathé ; Trés. : Pierre Blond ; Secrét. : Ghislain Lavaud,http://avas44.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2656&idCategorie=C
C72,AMICALE DES VÉHICULES ANCIENS DU BOCAGE - AVAB,85590 Les Epesses - France,06 10 89 23 18,robin.pierrephi@robindecoupe.com,Pdt : Pierre-Philippe Robin ; Trés. : Daniel Moreau ; Secrét. : Claude Graveleau,,https://www.lva-auto.fr/annuaire.detail.php?id=C72&idCategorie=C
C1460,AMICALE DES VÉHICULES ANCIENS DU NINIAN,56120 Helléan - France,,jean-yves.joubier@nordnet.fr,Pdt : Jean-Yves Joubier ; Vice-Pdt : Lionel Guillemaud ; Trés. : Frédéric Joubier ; Secrét. : Jean-Michel Jaslet,,https://www.lva-auto.fr/annuaire.detail.php?id=C1460&idCategorie=C
C1767,AMICALE DES VÉHICULES ANGLAIS - AVA,49080 Bouchemaine - France,06 14 98 57 83,secretaire.ava@gmail.com,Pdt : Alain Lefaucheux ; Vice-Pdt : Nadine Frot ; Trés. : Franck Moreau ; Secrét. : Jean-Pierre Hémery,http://amicaleava.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1767&idCategorie=C
C2654,AMICALE DES VIEILLES BIELLES CHATILLONNAISES,58110 Châtillon-en-Bazois - France,06 45 86 09 90,stephdebre819@gmail.com,Pdt : Stéphane Debré ; Trés. : Julien Baroin ; Secrét. : Sylvaine Debré,,https://www.lva-auto.fr/annuaire.detail.php?id=C2654&idCategorie=C
C2420,AMICALE DES VIEILLES ROUES DU VAL DE LOIRE,41350 Vineuil - France,06 85 67 97 98,jodariquin@hotmail.fr,Pdt : Joël Riquin ; Vice-Pdt : Alain Hilary ; Trés. : Sylvie Marchina ; Trés. adj. : Bernard Renou ; Secrét. : Lucile Verneuil,,https://www.lva-auto.fr/annuaire.detail.php?id=C2420&idCategorie=C
C75,AMICALE DES VIEILLES SOUPAPES ALENÇONNAISES,61000 Alençon - France,02 33 31 00 95,boismabon@gmail.fr,Pdt : Patrick Baillet ; Vice-Pdt : Jean-René Clech ; Trés. : Yves Berthelot ; Secrét. : Jean-Bernard Aubry,http://avsa61000.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C75&idCategorie=C
C1534,AMICALE DES VIEUX CARBUS,29900 Concarneau - France,02 98 94 75 96,amicalevieuxcarbus@wanadoo.fr,Pdt : Alain Schohn,http://amicaledesvieuxcarbus.weebly.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1534&idCategorie=C
C2310,AMICALE DES VIEUX PISTONS D'ARMOR,22490 Plouër-sur-Rance - France,06 14 15 69 71,ber.andlauer@gmail.com,Pdt : Bertrand Andlauer ; Trés. : Béatrice Lorre ; Secrét. : Carole Silard,,https://www.lva-auto.fr/annuaire.detail.php?id=C2310&idCategorie=C
C1695,AMICALE DES VIEUX PISTONS JAVRONNAIS - AVPJ,53250 Madré - France,07 84 92 89 01,avpj@orange.fr,Pdt : Michel Courtois ; Secrét. : Virginie Pelé,,https://www.lva-auto.fr/annuaire.detail.php?id=C1695&idCategorie=C
C78,AMICALE DES VIEUX VOLANTS,76500 Elbeuf - France,06 08 88 13 35,jacqueslesourd@sfr.fr,Pdt : Pierrick Toczé ; Trés. : Jacques Blondeau ; Secrét. : Jacques Lesourd,,https://www.lva-auto.fr/annuaire.detail.php?id=C78&idCategorie=C
C904,AMICALE DES VIEUX VOLANTS D'ILE-DE-FRANCE,78440 Porcheville - France,01 34 79 62 25,avvif@wanadoo.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C904&idCategorie=C
C1934,AMICALE DES VIL'S BRODEQUINS,93800 Épinay-sur-Seine - France,06 22 61 62 74,vilsbrodequins@yahoo.com,Pdt : Denis Redon ; Trés. : Marie-Véronique Redon ; Secrét. : Andrée David,http://vilsbrodequins.hautetfort.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C1934&idCategorie=C
C1674,AMICALE DES VOITURES ANCIENNES DE HAMBACH ET ENVIRONS,57910 Hambach - France,03 87 98 05 81,,Pdt : Jean-Paul Spieles ; Vice-Pdt : Denis Humbert ; Secrét. et Webmaster : Patricia Zender ; Secrét. adj. : Dominique Nisi ; Trés. : Chantal Herbeth ; Trés. adj. : Alexis Spieles ; Assesseurs : Christiane Kilian et Alain Kissel,http://www.avahe.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1674&idCategorie=C
C1499,AMICALE DOLOMITE SPRINT,31310 Montesquieu-Volvestre - France,06 66 76 77 97,dolomitesprintclub@orange.fr,Pdt : Daniel Dussault,,https://www.lva-auto.fr/annuaire.detail.php?id=C1499&idCategorie=C
C1645,AMICALE DU CAMION BERNARD,77515 Pommeuse - France,01 64 20 76 50,,Pdt : Pierre Raffin,http://www.amicalecamionbernard.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1645&idCategorie=C
C1512,AMICALE DU CENTRE DES AMATEURS DE VÉHICULES D'ÉPOQUE - ACAVE,45140 Ingré - France,06 87 50 45 03,lepretre.bernard1@gmail.com,Pdt : Bernard Leprêtre ; Vice-Pdt. : Pascal Harry ; Trés. : Dominique Chalançon ; Secrét. : Marie-Claire Lebrun,,https://www.lva-auto.fr/annuaire.detail.php?id=C1512&idCategorie=C
C1657,AMICALE DU TRACTEUR RENAULT,72027 Le Mans Cedex 2 - France,06 80 21 04 86,atreno@atr-agri.com,Pdt : Bernard Jaunay ; Trés. : Michel Chasseray ; Secrét. : Jacques Dawson,http://www.atr-agri.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1657&idCategorie=C
C81,AMICALE FACEL VEGA,75008 Paris 8 - France,,info@amicale-facel-vega.fr,Pdt : Gérard Dufour ; Trés. : Xavier Lesieur ; Secrét. : Ãlisabeth Besnard ; Rallyes et dél. rég. : Claude Campionnet ; Proj. spéc. : Denis Girod ; Patrimoine : Bruno David ; Pièces : Marc Zellner ; Numérique : Jean-Daniel Valy,https://www.amicale-facel-vega.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C81&idCategorie=C
C1517,AMICALE FLORIDE ET CARAVELLE,93360 Neuilly-Plaisance - France,,vernizeau.denis@free.fr,Pdt : Denis Vernizeau,http://vernizeau.denis.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1517&idCategorie=C
